unique_name,strongs,founder,people_group,latitude,lat,longitude,long,bcv_id
Dragon_Spring@Neh.2.13,H8577B,,,31.777444,31.7,35.234935,35.2,neh.2.13
Dumah@Isa.21.11,H1746H,,,27.4,27.4,37.7,37.7,isa.21.11
Dumah@Jos.15.52,H7316G,,,31.438270,31.4,34.982762,34.9,jos.15.52
Dung_Gate@Neh.2.13,H0830G,,,31.777444,31.7,35.234935,35.2,neh.2.13
Dura@Dan.3.1,H1757,,,32.53650368616845,32.5,44.42088287373876,44.4,dan.3.1
East@Jdg.6.3,H6924A,,,31.95018855468469,31.9,35.92413135872749,35.9,jdg.6.3
East_Gate@Neh.3.29,H4217G,,,31.777444,31.7,35.234935,35.2,neh.3.29
Ebal_Mount@Deu.11.29,H5858C,,,32.23293813761263,32.2,35.27304180036391,35.2,deu.11.29
Ebenezer@1Sa.4.1,H0072,,,31.83273947023218,31.8,35.1801628605877,35.1,1sa.4.1
Ebez@Jos.19.20,H0077,,,32.261621,32.2,35.328129,35.3,jos.19.20
Ecbatana@Ezr.6.2,H0307,,,34.798311,34.7,48.514966,48.5,ezr.6.2
Eden@2Ki.19.12,H5729,,,0,,14z,,2ki.19.12
Eden@Gen.2.8,H5731B,,,0,,14z,,gen.2.8
Eder@Jos.15.21,H5740B,,,31.1858,31.1,34.96745,34.9,jos.15.21
Edom@Gen.36.40,H0123G,,,30.734691,30.7,35.606250,35.6,gen.36.40
Edrei@Num.21.33,H0154,,,32.62413707696097,32.6,36.09899663593119,36.0,num.21.33
Eglaim@Isa.15.8,H0097,,,30.998062,30.9,35.498547,35.4,isa.15.8
Eglath-shelishiyah@Isa.15.5,H5697B,,,0,,14z,,isa.15.5
Eglon@Jos.10.3,H5700G,,,31.5,31.5,34.7667,34.7,jos.10.3
Egypt@Gen.12.10,H4714G,Egypt@Gen.10.6,,30.108086,30.1,31.338220,31.3,gen.12.10
Egypt_Sea@Isa.11.15,H4714I,,,27.088473,27.0,34.771729,34.7,isa.11.15
Ekron@Jos.13.3,H6138,,,31.77761410537458,31.7,34.85214575880509,34.8,jos.13.3
Elah_Valley@1Sa.17.2,H0425L,,,31.690629,31.6,34.963136,34.9,1sa.17.2
Elam@Gen.14.1,H5867A,Elam@Gen.10.22,,32.18919123705116,32.1,48.25788647687722,48.2,gen.14.1
Elath@Deu.2.8,H0359A,,,29.528502,29.5,35.005732,35.0,deu.2.8
Elealeh@Num.32.3,H0500,,,31.813796,31.8,35.824275,35.8,num.32.3
Elim@Exo.15.27,H0362,,,29.306194,29.3,32.980924,32.9,exo.15.27
Elkosh@Nam.1.1,H0512,"Place, home of Nahum",,0,,14z,,nam.1.1
Ellasar@Gen.14.1,H0495,,,37.056944,37.0,40.997222,40.9,gen.14.1
Elon@Jos.19.43,H0356I,,,31.973818,31.9,35.116531,35.1,jos.19.43
Elonbeth-hanan@1Ki.4.9,H0358,,,31.852593,31.8,35.109078,35.1,1ki.4.9
El-paran@Gen.14.6,H0364,,,29.151667,29.1,33.541944,33.5,gen.14.6
Eltekeh@Jos.19.44,H0514,,,31.869521,31.8,35.066880,35.0,jos.19.44
Eltekon@Jos.15.59,H0515,,,31.660570,31.6,34.995406,34.9,jos.15.59
Eltolad@Jos.15.30,H0513,,,32.049953,32.0,35.733402,35.7,jos.15.30
Emek-keziz@Jos.18.21,H6010J,,,31.837062,31.8,35.513151,35.5,jos.18.21
Emmaus@Luk.24.13,G1695,,,31.83945022372554,31.8,34.9895293285359,34.9,luk.24.13
Enaim@Gen.38.14,H5879G,,,31.784368,31.7,34.909680,34.9,gen.38.14
Enam@Jos.15.34,H5879H,,,32.15,32.1,35.1260,35.1,jos.15.34
En-dor@Jos.17.11,H5874,,,32.62570020915744,32.6,35.38566744418715,35.3,jos.17.11
Eneglaim@Ezk.47.10,H5882,,,30.998062,30.9,35.498547,35.4,ezk.47.10
En-gannim@Jos.15.34,H5873G,,,31.750000,31.7,34.950106,34.9,jos.15.34
En-gannim@Jos.19.21,H5873H,,,32.46349905885267,32.4,35.3036831926058,35.3,jos.19.21
Engedi@Jos.15.62,H5872,,,31.46152536164766,31.4,35.39241108242345,35.3,jos.15.62
En-haddah@Jos.19.21,H5876,,,32.478425,32.4,35.254452,35.2,jos.19.21
En-hakkore@Jdg.15.19,H5875,,,31.75274835811488,31.7,34.97660913147738,34.9,jdg.15.19
En-hazor@Jos.19.37,H5877,,,33.100000,33.1,35.350000,35.3,jos.19.37
En-rogel@Jos.15.7,H5883,,,31.767775,31.7,35.234408,35.2,jos.15.7
En-shemesh@Jos.15.7,H5885,,,31.774020,31.7,35.270231,35.2,jos.15.7
Ephah@Isa.60.6,H5891J,Ephah@Gen.25.4,,28.932881,28.9,34.90832,34.9,isa.60.6
Ephes-dammim@1Sa.17.1,H0658,,,31.691186,31.6,34.944496,34.9,1sa.17.1
Ephesus@Act.18.19,G2181,,,37.95331433666365,37.9,27.36782511573013,27.3,act.18.19
Forest_Ephraim@2Sa.18.6,H0669K,,,35.764722,35.7,32.381111,32.3,2sa.18.6
Ephraim@2Sa.13.23,H0669L,,,31.954444,31.9,35.300278,35.3,2sa.13.23
Ephraim_Gate@2Ki.14.13,H0669H,,,31.777444,31.7,35.234935,35.2,2ki.14.13
Ephraim_Gate@Neh.8.16,H0669I,,,31.777444,31.7,35.234935,35.2,neh.8.16
Ephron_Mount@Jos.15.9,H6085H,,,31.675746,31.6,35.042407,35.0,jos.15.9
Erech@Gen.10.10,H0751,,,32.322222,32.3,45.636111,45.6,gen.10.10
Esau_Mount@Oba.1.8,H6215I,,,30.734691,30.7,35.606250,35.6,oba.1.8
Esek@Gen.26.20,H6230,,,31.39129109635703,31.3,34.56057015639144,34.5,gen.26.20
Eshan@Jos.15.52,H0824,,,31.420175,31.4,35.033537,35.0,jos.15.52
Eshcol_Valley@Num.13.23,H0812H,,,31.54909871686872,31.5,35.09356062020027,35.0,num.13.23
Eshtaol@Jos.15.33,H0847,,,31.782429,31.7,35.009012,35.0,jos.15.33
Eshtemoa@Jos.21.14,H0851,Maacathite|Maacath@Jos.13.13(?),,31.373521,31.3,35.074552,35.0,jos.21.14
Etam@Jdg.15.8,H5862G,,,31.736294,31.7,35.054850,35.0,jdg.15.8
Etam@1Ch.4.3,H5862H,,,31.370835,31.3,34.860665,34.8,1ch.4.3
Etam@2Ch.11.6,H5862I,,,31.686465,31.6,35.174740,35.1,2ch.11.6
Etham@Exo.13.20,H0864,,,30.467511,30.4,32.282767,32.2,exo.13.20
Ether@Jos.15.42,H6281,,,31.8099,31.8,34.9365,34.9,jos.15.42
Ethiopia@2Ch.12.3,H3568H,,,21.959788,21.9,31.343557,31.3,2ch.12.3
Eth-kazin@Jos.19.13,H6278,,,32.781808,32.7,35.321364,35.3,jos.19.13
Euphrates@Gen.2.14,H6578,,,35.090577,35.0,40.427780,40.4,gen.2.14
Ezel_Stone@1Sa.20.19,H0237,,,31.777444,31.7,35.234935,35.2,1sa.20.19
Ezem@Jos.15.29,H6107,,,32.049953,32.0,35.733402,35.7,jos.15.29
Ezion-geber@Num.33.35,H6100,,,29.75804307645581,29.7,35.0306017443078,35.0,num.33.35
Fair_Havens@Act.27.8,G2570H,,,34.92138418681769,34.9,24.73114125973342,24.7,act.27.8
Field_of_Blood@Mat.27.8,G0129H,,,31.777444,31.7,35.234935,35.2,mat.27.8
Fish_Gate@2Ch.33.14,H1709G,,,31.777444,31.7,35.234935,35.2,2ch.33.14
Forum_of_Appius@Act.28.15,G0675,,,41.468706,41.4,12.993929,12.9,act.28.15
Foundation_Gate@2Ch.23.5,H3247G,,,31.777444,31.7,35.234935,35.2,2ch.23.5
Fountain_Gate@Neh.2.14,H5869B,,,31.777444,31.7,35.234935,35.2,neh.2.14
Gaash@Jos.24.30,H1608,,,32.121473,32.1,35.150392,35.1,jos.24.30
Gabbatha@Jhn.19.13,G1042,,,31.777444,31.7,35.234935,35.2,jhn.19.13
Gerasa@Mat.8.28,G1086G,,,0,,14z,,mat.8.28
Galatia@Act.16.6,G1053,,,37.57813498250009,37.5,32.45318282875567,32.4,act.16.6
Galilee@Jos.12.23,H1551,,,32.70674542474383,32.7,35.30152807767973,35.3,jos.12.23
Galilee_Sea@Num.34.11,H3672G,,,32.80677585520321,32.8,35.58936052679091,35.5,num.34.11
Gallim@1Sa.25.44,H1554,,,31.816667,31.8,35.250000,35.2,1sa.25.44
Gamad@Ezk.27.11,H1575,,,34.856082,34.8,35.858485,35.8,ezk.27.11
Gareb@Jer.31.39,H1619H,,,31.777444,31.7,35.234935,35.2,jer.31.39
Gath@Jos.11.22,H1661,,,31.69352950368834,31.6,34.84388288576839,34.8,jos.11.22
Gath-hepher@Jos.19.13,H1662,,,32.73918470119603,32.7,35.32822661816711,35.3,jos.19.13
Gath-rimmon@Jos.19.45,H1667G,,,32.06972222222223,32.0,34.88305555555556,34.8,jos.19.45
Gaza@Gen.10.19,H5804,,,31.52481769532773,31.5,34.4333647185274,34.4,gen.10.19
Geba@Jos.18.24,H1387G,,,31.85787804122625,31.8,35.25975521608824,35.2,jos.18.24
Gebal@Jos.13.5,H1380,,,34.11910360710159,34.1,35.6461419556213,35.6,jos.13.5
Gebim@Isa.10.31,H1374,,,31.800000,31.8,35.250000,35.2,isa.10.31
Gederah@Jos.15.36,H1449,,,31.823337,31.8,34.777779,34.7,jos.15.36
Gederoth@Jos.15.41,H1450,,,31.823337,31.8,34.777779,34.7,jos.15.41
Gederothaim@Jos.15.36,H1453,,,31.823337,31.8,34.777779,34.7,jos.15.36
Gedor@Jos.12.13,H1446G,,,31.633330,31.6,35.083333,35.0,jos.12.13
Gedor@1Ch.4.39,H1446H,,,31.823337,31.8,34.777779,34.7,1ch.4.39
Ge-harashim@1Ch.4.14,H1516K,,,0,,14z,,1ch.4.14
Gennesaret@Mat.14.34,G1082,,,32.85935860372527,32.8,35.50993742021974,35.5,mat.14.34
Gerar@Gen.10.19,H1642,,,31.39129109635703,31.3,34.56057015639144,34.5,gen.10.19
Gerizim_Mount@Deu.11.29,H1630,,,32.19956174365378,32.1,35.27285228460234,35.2,deu.11.29
Geruth_Chimham@Jer.41.17,H1628,,,31.70536129174666,31.7,35.21026630105202,35.2,jer.41.17
Geshur@Jos.13.13,H1650,,,33.000000,33.0,36.416670,36.4,jos.13.13
Gethsemane@Mat.26.36,G1068,,,31.777444,31.7,35.234935,35.2,mat.26.36
Gezer@Jos.10.33,H1507,,,31.87611111111111,31.8,34.9225,34.9,jos.10.33
Giah@2Sa.2.24,H1520,,,31.869005,31.8,35.343177,35.3,2sa.2.24
Gibbethon@Jos.19.44,H1405,,,31.976623,31.9,35.004896,35.0,jos.19.44
Gibeah@Jos.15.57,H1390G,,,31.43333151674604,31.4,35.13333188530802,35.1,jos.15.57
Gibeah@Jos.18.28,H1390H,,,31.82378102460309,31.8,35.23100936128631,35.2,jos.18.28
Gibeath-elohim@1Sa.10.5,H1389G,,,31.93053920580005,31.9,35.22103274923676,35.2,1sa.10.5
Gibeon@Jos.9.3,H1391,,,31.84684772753698,31.8,35.18491237777512,35.1,jos.9.3
Gidom@Jdg.20.45,H1440,,,31.934660,31.9,35.297063,35.2,jdg.20.45
Gihon@Gen.2.13,H1521,,,31.773116,31.7,35.237186,35.2,gen.2.13
Gilboa@1Sa.28.4,H1533G,,,32.516667,32.5,35.400000,35.4,1sa.28.4
Gilboa_Mount@1Sa.31.1,H1533H,,,32.50984080716704,32.5,35.40843470396692,35.4,1sa.31.1
Gilead@Gen.31.21,H1568G,Gilead@Num.26.29,,32.042523,32.0,35.724241,35.7,gen.31.21
Gilgal@Deu.11.30,H1537G,,,31.86378328132916,31.8,35.51854651224448,35.5,deu.11.30
Gilgal@2Ki.2.1,H1537H,,,32.029737,32.0,35.222604,35.2,2ki.2.1
Giloh@Jos.15.51,H1542,,,31.616667,31.6,35.083333,35.0,jos.15.51
Gimzo@2Ch.28.18,H1579,,,31.928659,31.9,34.943219,34.9,2ch.28.18
Gittaim@2Sa.4.3,H1664,,,31.963575,31.9,34.952536,34.9,2sa.4.3
Goah@Jer.31.39,H1601,,,31.777444,31.7,35.234935,35.2,jer.31.39
Gog@Ezk.38.2,H1463H,Gog@1Ch.5.4,,46,,47,,ezk.38.2
Golan@Deu.4.43,H1474,,,32.80007552505443,32.8,35.93730130476259,35.9,deu.4.43
Golgotha@Mat.27.33,G1115,,,31.777444,31.7,35.234935,35.2,mat.27.33
Gomorrah@Gen.10.19,H6017,,,31.15724866533878,31.1,35.4739543300078,35.4,gen.10.19
Goshen@Gen.45.10,H1657G,,,30.72850163814402,30.7,31.80469223616506,31.8,gen.45.10
Goshen@Jos.10.41,H1657H,,,31.450000,31.4,34.916667,34.9,jos.10.41
Gozan@2Ki.17.6,H1470,,,36.840013,36.8,40.068890,40.0,2ki.17.6
Great_Sea@Num.34.6,H1419J,,,33.24,33.2,33.47,33.4,num.34.6
Guard_Gate@Neh.12.39,H4307G,,,31.777444,31.7,35.234935,35.2,neh.12.39
Gur@2Ki.9.27,H1483,,,32.45,32.4,35.2833,35.2,2ki.9.27
Gurbaal@2Ch.26.7,H1485,,,30.734691,30.7,35.606250,35.6,2ch.26.7
Habor@2Ki.17.6,H2249,,,36.344972,36.3,40.789333,40.7,2ki.17.6
Hachilah@1Sa.23.19,H2444,,,31.466604,31.4,35.216691,35.2,1sa.23.19
Hadad-rimmon@Zec.12.11,H1910,,,32.524106,32.5,35.205136,35.2,zec.12.11
Hadashah@Jos.15.37,H2322,,,31.679512,31.6,34.695903,34.6,jos.15.37
Hadid@Ezr.2.33,H2307,,,31.963575,31.9,34.952536,34.9,ezr.2.33
Hadrach@Zec.9.1,H2317,,,33.519299,33.5,36.31344999999999,36.3,zec.9.1
Haeleph@Jos.18.28,H0507,,,31.792733,31.7,35.196862,35.1,jos.18.28
Halah@2Ki.17.6,H2477,,,36.344972,36.3,40.789333,40.7,2ki.17.6
Halak_Mount@Jos.11.17,H2510,,,30.916667,30.9,34.833333,34.8,jos.11.17
Halhul@Jos.15.58,H2478,,,31.579549,31.5,35.099103,35.0,jos.15.58
Hali@Jos.19.25,H2482,,,32.934736,32.9,35.270799,35.2,jos.19.25
Hall_of_Judgment@1Ki.7.7,H0197H,,,31.777444,31.7,35.234935,35.2,1ki.7.7
Hall_of_Pillars@1Ki.7.6,H0197G,,,31.777444,31.7,35.234935,35.2,1ki.7.6
Hall_of_the_Throne@1Ki.7.7,H0197I,,,31.777444,31.7,35.234935,35.2,1ki.7.7
Ham@1Ch.4.40,H2526H,Ham@Gen.5.32,,30.108086,30.1,31.338220,31.3,1ch.4.40
Hamath@Num.13.21,H2574G,,,35.136204,35.1,36.749488,36.7,num.13.21
Hammath@Jos.19.35,H2575A,Hammath@1Ch.2.55,,33.125828,33.1,35.165000,35.1,jos.19.35
Hamonah@Ezk.39.16,H1997,,,31.49684513710609,31.4,35.78284105296996,35.7,ezk.39.16
Hamon-gog_Valley@Ezk.39.11,H1996,,,31.49684513710609,31.4,35.78284105296996,35.7,ezk.39.11
Hanes@Isa.30.4,H2609,,,29.085425,29.0,30.934402,30.9,isa.30.4
Hannathon@Jos.19.14,H2615,,,32.916002,32.9,35.426637,35.4,jos.19.14
Hara@1Ch.5.26,H2024,,,36.344972,36.3,40.789333,40.7,1ch.5.26
Haradah@Num.33.24,H2732,,,30.317396,30.3,35.407152,35.4,num.33.24
Haran@Gen.11.31,H2771A,,,36.86386407659651,36.8,39.03219672227345,39.0,gen.11.31
Harmon@Amo.4.3,H2038,,,32.28023100000001,32.2,35.19792900000002,35.1,amo.4.3
Harod@Jdg.7.1,H5878,,,32.549638,32.5,35.355647,35.3,jdg.7.1
Harosheth-hagoyim@Jdg.4.2,H2800,,,32.691177,32.6,35.110039,35.1,jdg.4.2
Hashmonah@Num.33.29,H2832,,,30.317396,30.3,35.407152,35.4,num.33.29
Hauran@Ezk.47.16,H2362,,,32.80007552505443,32.8,35.93730130476259,35.9,ezk.47.16
Havilah@Gen.2.11,H2341G,,,0,,14z,,gen.2.11
Havilah@Gen.25.18,H2341J,,,30.14,30.1,35.22,35.2,gen.25.18
Havvoth-jair@Num.32.41,H2334,,,32.042523,32.0,35.724241,35.7,num.32.41
Hazar-addar@Num.34.4,H2692,,,30.9522,30.9,34.7187,34.7,num.34.4
Hazar-enan@Num.34.9,H2704,,,34.229499,34.2,37.240077,37.2,num.34.9
Hazar-gaddah@Jos.15.27,H2693,,,31.162327,31.1,35.057114,35.0,jos.15.27
Hazar-shual@Jos.15.28,H2705,,,31.215418,31.2,34.942986,34.9,jos.15.28
Hazar-susah@Jos.19.5,H2701,,,31.391668,31.3,34.940502,34.9,jos.19.5
Hazar-susim@1Ch.4.31,H2702,,,31.391668,31.3,34.940502,34.9,1ch.4.31
Hazer-hatticon@Ezk.47.16,H2694,,,35.136204,35.1,36.749488,36.7,ezk.47.16
Hazerim@Deu.2.23,H2699,Word sometimes translated as a place,,31.52481769532773,31.5,34.4333647185274,34.4,deu.2.23
Hazeroth@Num.11.35,H2698,,,28.916667,28.9,34.500000,34.5,num.11.35
Hazor@Jos.11.1,H2674G,,,33.01718199667929,33.0,35.56804856758258,35.5,jos.11.1
Hazor@Jos.15.23,H2674H,,,30.68771281376111,30.6,34.49479554246946,34.4,jos.15.23
Hazor@Jos.15.25,H2674I,,,31.162327,31.1,35.057114,35.0,jos.15.25
Hazor@Neh.11.33,H2674J,,,31.833333,31.8,35.20000,35.2,neh.11.33
Hazor@Jer.49.28,H2674K,,,0,,14z,,jer.49.28
Hazor-hadattah@Jos.15.25,H2675,,,31.162327,31.1,35.057114,35.0,jos.15.25
Hebron@Gen.13.18,H2275A,,,31.53577362133176,31.5,35.09409986578734,35.0,gen.13.18
Hebron_Valley@Gen.37.14,H2275H,,,31.54909871686872,31.5,35.09356062020027,35.0,gen.37.14
Helam@2Sa.10.16,H2431,,,32.1843727808126,32.1,35.70287002746794,35.7,2sa.10.16
Helbah@Jdg.1.31,H2462,,,34.066067,34.0,35.865801,35.8,jdg.1.31
Helbon@Ezk.27.18,H2463,,,33.664912,33.6,36.248576,36.2,ezk.27.18
Helech@Ezk.27.11,H2428B,,,34.856082,34.8,35.858485,35.8,ezk.27.11
Heleph@Jos.19.33,H2501,,,33.134416,33.1,35.332157,35.3,jos.19.33
Helkath@Jos.19.25,H2520,,,32.955448,32.9,35.211971,35.2,jos.19.25
Helkath-hazzurim@2Sa.2.16,H2521,,,31.880126,31.8,35.280188,35.2,2sa.2.16
Hena@2Ki.18.34,H2012,,,34.467725,34.4,41.964955,41.9,2ki.18.34
Hepher@Jos.12.17,H2660B,,,32.3667,32.3,34.8833,34.8,jos.12.17
Heres@Jdg.8.13,H2776G,,,32.19998298531073,32.1,35.63331303389634,35.6,jdg.8.13
Hereth@1Sa.22.5,H2802,,,31.621492,31.6,35.029273,35.0,1sa.22.5
Hermon_Mount@Deu.3.8,H2768,,,33.41615982399708,33.4,35.85725617635589,35.8,deu.3.8
Heshbon@Num.21.25,H2809,,,31.80052000870321,31.8,35.80901866717255,35.8,num.21.25
Heshmon@Jos.15.27,H2829,,,31.215418,31.2,34.942986,34.9,jos.15.27
Hethlon@Ezk.47.15,H2855,,,34.737990,34.7,36.340918,36.3,ezk.47.15
Hierapolis@Col.4.13,G2404,,,37.924517,37.9,29.124525,29.1,col.4.13
Hinnom_Valley@Jos.15.8,H8612,,,31.769079,31.7,35.227994,35.2,jos.15.8
Hobah@Gen.14.15,H2327,,,33.500000,33.5,36.466667,36.4,gen.14.15
Holon@Jos.15.51,H2473G,,,31.583333,31.5,34.950000,34.9,jos.15.51
Holon@Jer.48.21,H2473H,,,31.50100308502659,31.5,35.92063125199366,35.9,jer.48.21
Holy_Place@Exo.26.33,H6944J,,,31.777444,31.7,35.234935,35.2,exo.26.33
Hor_Mount@Num.20.22,H2023G,,,30.317396,30.3,35.407152,35.4,num.20.22
Hor_Mount@Num.34.7,H2023H,,,35.710069,35.7,36.188080,36.1,num.34.7
Horem@Jos.19.38,H2765,,,33.166667,33.1,35.433333,35.4,jos.19.38
Horesh@1Sa.23.15,H2793G,,,31.45113920529978,31.4,35.08840337232346,35.0,1sa.23.15
Hor-haggidgad@Num.33.32,H2735,,,30.358285,30.3,35.190270,35.1,num.33.32
Horonaim@Isa.15.5,H2773,,,31.288056,31.2,35.515000,35.5,isa.15.5
Horse_Gate@Neh.3.28,H5483B,,,31.777444,31.7,35.234935,35.2,neh.3.28
Hosah@Jos.19.29,H2621G,,,32.178502,32.1,35.227580,35.2,jos.19.29
House_of_the_Forest_of_Lebanon@1Ki.7.2,H1004K,,,31.777444,31.7,35.234935,35.2,1ki.7.2
Hukkok@Jos.19.34,H2712A,,,32.882153,32.8,35.496694,35.4,jos.19.34
Humtah@Jos.15.54,H2547,,,31.53577362133176,31.5,35.09409986578734,35.0,jos.15.54
Ibleam@Jos.17.11,H2991,,,32.45,32.4,35.2833,35.2,jos.17.11
Iconium@Act.13.51,G2430,,,37.88353038890398,37.8,32.4942625657248,32.4,act.13.51
Idalah@Jos.19.15,H3030,,,32.733333,32.7,35.166667,35.1,jos.19.15
Idumea@Mrk.3.8,G2401,,,30.734691,30.7,35.606250,35.6,mrk.3.8
Iim@Jos.15.29,H5864H,,,32.049953,32.0,35.733402,35.7,jos.15.29
Ijon@2Sa.24.6,H5859,,,33.32804402945069,33.3,35.61187505342423,35.6,2sa.24.6
Illyricum@Rom.15.19,G2437,,,43.515484,43.5,16.071538,16.0,rom.15.19
Immer@Ezr.2.59,H0564I,,,36.359410,36.3,43.152887,43.1,ezr.2.59
India@Est.1.1,H1912,,,22,,77,,est.1.1
Iphtah@Jos.15.43,H3316G,,,31.8099,31.8,34.9365,34.9,jos.15.43
Iphtahel_Valley@Jos.19.14,H3317,,,32.832774,32.8,35.277225,35.2,jos.19.14
Irpeel@Jos.18.27,H3416,,,31.869343,31.8,35.197712,35.1,jos.18.27
Italy@Act.18.2,G2482,,,41.9,41.9,12.48333333333333,12.4,act.18.2
Ithlah@Jos.19.42,H3494,,,31.823593,31.8,35.075769,35.0,jos.19.42
Ithnan@Jos.15.23,H3497,,,32.049953,32.0,35.733402,35.7,jos.15.23
Ituraea@Luk.3.1,G2484,,,33.41615982399708,33.4,35.85725617635589,35.8,luk.3.1
Iye-abarim@Num.21.11,H5863,,,31.49684513710609,31.4,35.78284105296996,35.7,num.21.11
Iyim@Num.33.45,H5864G,,,31.49684513710609,31.4,35.78284105296996,35.7,num.33.45
Jabbok@Gen.32.22,H2999,,,32.193237,32.1,35.676305,35.6,gen.32.22
Jabesh-gilead@Jdg.21.8,H3003G,,,32.37982175236296,32.3,35.61158746493092,35.6,jdg.21.8
Jabez@1Ch.2.55,H3258G,,,31.70536129174666,31.7,35.21026630105202,35.2,1ch.2.55
Jabneel@Jos.15.11,H2995G,,,31.865518,31.8,34.746856,34.7,jos.15.11
Jabneel@Jos.19.33,H2995H,,,32.700000,32.7,35.500000,35.5,jos.19.33
Jagur@Jos.15.21,H3017,,,31.1858,31.1,34.96745,34.9,jos.15.21
Jahaz@Num.21.23,H3096,,,31.50100308502659,31.5,35.92063125199366,35.9,num.21.23
Jair@Jos.13.30,H2971H,,,32.042523,32.0,35.724241,35.7,jos.13.30
Janim@Jos.15.53,H3241,,,31.516667,31.5,35.166667,35.1,jos.15.53
Janoah@2Ki.15.29,H3239A,,,32.155895,32.1,35.361606,35.3,2ki.15.29
Janoah@Jos.16.6,H3239B,,,33.260246,33.2,35.302915,35.3,jos.16.6
Japhia@Jos.19.12,H3309H,,,32.691633,32.6,35.274955,35.2,jos.19.12
Jarmuth@Jos.10.3,H3412G,,,31.70926894307416,31.7,34.96995387025439,34.9,jos.10.3
Jarmuth@Jos.21.29,H3412H,,,32.5559631396043,32.5,35.33078927843792,35.3,jos.21.29
Jattir@Jos.15.48,H3492,,,31.40143851886152,31.4,35.06941349210527,35.0,jos.15.48
Greece@Isa.66.19,H3120H,Javan@Gen.10.2,,37.95331433666365,37.9,27.36782511573013,27.3,isa.66.19
Jazer@Num.21.32,H3270G,,,31.94352951689796,31.9,35.72776961157128,35.7,num.21.32
Jazer_Sea@Jer.48.32,H3270H,,,31.94352951689796,31.9,35.72776961157128,35.7,jer.48.32
Jehud@Jos.19.45,H3055,,,32.033636,32.0,34.889599,34.8,jos.19.45
Jekabzeel@Neh.11.25,H3343,,,31.1858,31.1,34.96745,34.9,neh.11.25
Jericho@Num.22.1,H3405G,,,31.87060143818292,31.8,35.44386371224434,35.4,num.22.1
Jericho_Valley@Deu.34.3,H1237G,,,31.87060143818292,31.8,35.44386371224434,35.4,deu.34.3
Jeruel@2Ch.20.16,H3385,,,31.572903,31.5,35.406346,35.4,2ch.20.16
Jerusalem@Jos.10.1,H3389,,,31.777444,31.7,35.234935,35.2,jos.10.1
Jeshanah@2Ch.13.19,H3466G,,,31.980029,31.9,35.229709,35.2,2ch.13.19
Jeshimon@1Sa.23.19,H3452G,,,31.46152536164766,31.4,35.39241108242345,35.3,1sa.23.19
Jeshua@Neh.11.26,H3442M,,,31.162327,31.1,35.057114,35.0,neh.11.26
Jetur@1Ch.5.19,H3195H,,,33.41615982399708,33.4,35.85725617635589,35.8,1ch.5.19
Jezreel@Jos.15.56,H3157G,,,31.53577362133176,31.5,35.09409986578734,35.0,jos.15.56
Jezreel@Jos.19.18,H3157H,,,32.5559631396043,32.5,35.33078927843792,35.3,jos.19.18
Jezreel@2Sa.4.4,H3157I,,,32.5559631396043,32.5,35.33078927843792,35.3,2sa.4.4
Jezreel_Valley@Jos.17.16,H3157L,,,32.5559631396043,32.5,35.33078927843792,35.3,jos.17.16
Jogbehah@Num.32.35,H3011,,,32.028743,32.0,35.862887,35.8,num.32.35
Jokdeam@Jos.15.56,H3347,,,31.366667,31.3,35.000000,35.0,jos.15.56
Jokneam@Jos.12.22,H3362,,,32.66454576550823,32.6,35.10891818863304,35.1,jos.12.22
Joktheel@Jos.15.38,H3371G,,,31.56485056116292,31.5,34.8467256730566,34.8,jos.15.38
Joppa@Jos.19.46,H3305,,,32.05351968494696,32.0,34.75042606009946,34.7,jos.19.46
Jordan@Gen.13.10,H3383,,,32.309099,32.3,35.559900,35.5,gen.13.10
Jotbah@2Ki.21.19,H3192,,,29.75804307645581,29.7,35.0306017443078,35.0,2ki.21.19
Jotbathah@Num.33.33,H3193,,,29.75804307645581,29.7,35.0306017443078,35.0,num.33.33
Judea@Ezr.9.9,H3063N,,,31.777444,31.7,35.234935,35.2,ezr.9.9
Juttah@Jos.15.55,H3194,,,31.450000,31.4,35.083333,35.0,jos.15.55
Kabzeel@Jos.15.21,H6909,,,31.1858,31.1,34.96745,34.9,jos.15.21
Kadesh@2Sa.24.6,H8483,,,34.558327,34.5,36.522943,36.5,2sa.24.6
Kadesh-barnea@Num.32.8,H6946G,,,30.68771281376111,30.6,34.49479554246946,34.4,num.32.8
Kain@Num.24.22,H7014A,,,31.500000,31.5,35.166667,35.1,num.24.22
Kamon@Jdg.10.5,H7056,,,32.042523,32.0,35.724241,35.7,jdg.10.5
Kanah@Jos.16.8,H7071G,,,32.138219,32.1,35.038971,35.0,jos.16.8
Karka@Jos.15.3,H7173,,,30.958506,30.9,34.380500,34.3,jos.15.3
Karkor@Jdg.8.10,H7174,,,32.1843727808126,32.1,35.70287002746794,35.7,jdg.8.10
Kartan@Jos.21.32,H7178,,,33.125828,33.1,35.165000,35.1,jos.21.32
Kedemoth@Deu.2.26,H6932,,,31.646073,31.6,35.894537,35.8,deu.2.26
Kedesh@Jos.12.22,H6943G,,,33.11298357486105,33.1,35.53361334150225,35.5,jos.12.22
Kehelathah@Num.33.22,H6954,,,30.317396,30.3,35.407152,35.4,num.33.22
