unique_name,qualifer,significance,estrong,dstrong,original,esv_name
Mesopotamia@Gen.24.10,,- Spelled,H0758N,H0758,אֲרָם,Mesopotamia (NIV= Aram)
Mesopotamia@Gen.24.10,,Greek,G3318,G3318,Μεσοποταμία,Mesopotamia
Michmash@1Sa.13.2,,- Named,H4363,H4363,"מִכְמָס, מִכְמָשׂ",Michmash (NIV= Mikmash)
Michmash@1Sa.13.2,Michmas,- (same as previous),H4363,H4363,"מִכְמָס, מִכְמָשׂ",Michmas (NIV= Mikmash)
Michmethath@Jos.16.6,,- Named,H4366,H4366,מִכְמְתָת,Michmethath (KJV= Michmethah; NIV= Mikmethath)
Middin@Jos.15.61,,- Named,H4081,H4081,מִדִּין,Middin
Midian@Gen.36.35,,- Named,H4080H,H4080,מִדְיָן,Midian
Midian@Gen.36.35,,- (same as previous),H4080H,H4080,מִדְיָן,Midianite
Midian@Gen.36.35,,- Group,H4084,H4084,מִדְיָנִי,Midianite
Midian@Gen.36.35,,- (same as previous),H4084,H4084,מִדְיָנִי,Midianite woman
Midian@Gen.36.35,,- Spelled,H4092,H4092,מְדָנִי,Midianite
Midian@Gen.36.35,,Greek,G3099,G3099,Μαδιάν,Midian
Migdal-el@Jos.19.38,,- Named,H4027,H4027,מִגְדַּל־אֵל,Migdal-el (NIV= Migdal El)
Migdal-gad@Jos.15.37,,- Named,H4028,H4028,מִגְדַּל־גַּד,Migdal-gad (NIV= Migdal Gad)
Migdol@Exo.14.2,,- Named,H4024B,H4024b,מִגְדֹּל,Migdol
Migron@1Sa.14.2,,- Named,H4051,H4051,מִגְרוֹן,Migron
Miletus@Act.20.15,,- Named,G3399,G3399,Μίλητος,Miletus
Millo@2Sa.5.9,,- Named,H4407,H4407,מִלּוֹא,Millo
Minni@Jer.51.27,,- Named,H4508,H4508,מִנִּי,Minni
Minnith@Jdg.11.33,,- Named,H4511,H4511,מִנִּית,Minnith
Mishal@Jos.19.26,,- Named,H4861,H4861,מִשְׁאָל,Mishal
Misrephoth-maim@Jos.11.8,,- Named,H4956,H4956,מִשְׂרְפוֹת מַיִם,Misrephoth-maim (NIV= Misrephoth Maim)
Mithkah@Num.33.28,,- Named,H4989,H4989,מִתְקָה,Mithkah (KJV= Mithcah)
Mitylene@Act.20.14,,- Named,G3412,G3412,Μιτυλήνη,Mitylene
Mizar_Mount@Psa.42.6,,- Named,H4706,H4706,מִצְעָר,(Mount )Mizar
Mizpah@Jdg.20.1,,- Named,H4709G,H4709,מִצְפָּה,Mizpah
Mizpah@Jdg.20.1,,- (same as previous),H4709G,H4709,מִצְפָּה,Mizpah (KJV= Mizpeh)
Mizpah@Jdg.20.1,Mizpeh,- Named,H4708I,H4708,מִצְפֶּה,Mizpeh (NIV= Mizpah)
Mizpah@Jdg.20.1,Ramah,- Named,H7414J,H7414,רָמָה,Ramah
Mizpah@Jdg.20.1,Ramathaim-zophim,- Named,H7436,H7436,רָמָתַיִם צוֹפִים,Ramathaim-zophim (NIV= Ramathaim a Zuphite)
Mizpah@Jdg.20.1,Arimathea,Greek,G0707,G0707,Ἀριμαθαία,Arimathea
Mizpeh@Jos.15.38,,- Named,H4708G,H4708,מִצְפֶּה,Mizpeh
Mizpeh_Valley@Jos.11.8,Mizpah,- Named,H4709I,H4709,מִצְפָּה,Mizpah
Mizpeh_Valley@Jos.11.8,," - Name Combined",H4708J,,H4708,Valley/ of Mizpeh
Moab@Gen.36.35,,- Named,H4124G,H4124,מוֹאָב,Moab
Moab@Gen.36.35,,- (same as previous),H4124G,H4124,מוֹאָב,Moabite
Moab@Gen.36.35,,- Named,H4125,H4125,מוֹאָבִי,Moab
Moab@Gen.36.35,,- (same as previous),H4125,H4125,מוֹאָבִי,Moabite
Moab_Plains@Num.22.1,," - Name Combined",H4124I,,H4124,plains/ of Moab
Moladah@Jos.15.26,,- Named,H4137,H4137,מוֹלָדָה,Moladah
Moreh@Gen.12.6,,- Named,H4176G,H4176,מוֹרֶה,Moreh
Moreh@Jdg.7.1,,- Named,H4176H,H4176,מוֹרֶה,Moreh
Moresheth@Jer.26.18,,- Named,H4183,H4183,מוֹרַשְׁתִּי,Moresheth (KJV= Moreshethite)
Moresheth-gath@Mic.1.14,,- Named,H4182,H4182,מוֹרֶ֫שֶׁת גַּת,Moresheth-gath (NIV= Moresheth Gath)
Moriah_Mount@Gen.22.2,,- Named,H4179,H4179,מֹרִיָּה,(Mount )Moriah
Moriah_Mount@Gen.22.2,,- (same as previous),H4179,H4179,מֹרִיָּה,Moriah
Mortar@Zep.1.11,,- Named,H4389,H4389,מַכְתֵּשׁ,Mortar
Moserah@Deu.10.6,,- Named,H4149A,H4149a,מוֹסֵרָה,Moserah
Moseroth@Num.33.30,,- Named,H4149B,H4149b,מֹסֵרוֹת,Moseroth
Most_Holy_Place@1Ki.6.16,,- Named,H6944H,H6944,קֹ֫דֶשׁ קֹ֫דֶשׁ,Most Holy Place
Most_Holy_Place@1Ki.6.16,,Greek,G0039H,G0039,ἅγιον,Most Holy Place
Mozah@Jos.18.26,,- Named,H4681,H4681,מֹצָה,Mozah
Muster_Gate@Neh.3.31,,- Named,H4662G,H4662,מִפְקָד,Muster( Gate) (KJV= gate Miphkad; NIV= Inspection gate)
Muster_Gate@Neh.3.31,Miphkad,- Named,H4663,H4663,מִפְקָד,Muster( Gate) (KJV= gate Miphkad; NIV= Inspection gate)
Myra@Act.27.5,,- Named,G3460,G3460,Μύρα,Myra
Mysia@Act.16.7,,- Named,G3465,G3465,Μυσία,Mysia
Naamah@Jos.15.41,,- Named,H5279B,H5279b,נַעֲמָה,Naamah
Naaran@Jos.16.7,,- Named,H5295,H5295,נַעֲרָן,Naaran
Naaran@Jos.16.7,Naarah,- Named,H5292A,H5292a,נַעֲרָה,Naarah (KJV= Naarath)
Nahalol@Jdg.1.30,,- Named,H5096,H5096,נַהֲלֹל,Nahalol
Nahalol@Jdg.1.30,Nahalal,- (same as previous),H5096,H5096,נַהֲלֹל,Nahalal
Nain@Luk.7.11,,- Named,G3484,G3484,Ναΐν,Nain
Naioth@1Sa.19.18,,- Named,H5121,H5121,נָוִית,Naioth
Naphath@Jos.17.11,,- Named,H5316G,H5316,נֶ֫פֶת,Naphath (KJV= countries; NIV= Naphoth)
Nazareth@Mat.2.23,,- Named,G3478,G3478,"Ναζαρέθ, Ναζαρά",Nazareth
Nazareth@Mat.2.23,,- Spelled,G3479,G3479,Ναζαρηνός,Nazareth
Nazareth@Mat.2.23,,- (same as previous),G3479,G3479,Ναζαρηνός,Nazarene
Nazareth@Mat.2.23,,- Spelled,G3480,G3480,Ναζωραῖος,Nazareth
Nazareth@Mat.2.23,,- (same as previous),G3480,G3480,Ναζωραῖος,Nazarene
Neapolis@Act.16.11,,- Named,G3496,G3496,Νεάπολις,Neapolis
Neballat@Neh.11.34,,- Named,H5041,H5041,נְבַלָּ֑ט,Neballat
Nebo@Num.32.3,,- Named,H5015A,H5015a,נְבוֹ,Nebo
Nebo@Ezr.2.29,,- Named,H5015G,H5015a,נְבוֹ,Nebo
Nebo_Mount@Deu.32.49,,- Named,H5015H,H5015a,נְבוֹ,(Mount )Nebo
Nebo_Mount@Deu.32.49,Abarim,- Named,H5682,H5682,עֲבָרִים,Abarim
Negeb@Gen.12.9,,- Named,H5045G,H5045,נֶ֫גֶב,Negeb (KJV= south; NIV= Negev)
Negeb@Gen.12.9,,- (same as previous),H5045G,H5045,נֶ֫גֶב,"Negeb (KJV, NIV= south)"
Negeb@Gen.12.9,south,- (same as previous),H5045G,H5045,נֶ֫גֶב,south (NIV= Negev)
Neiel@Jos.19.27,,- Named,H5272,H5272,נְעִיאֵל,Neiel
Neiel@Jos.19.27,Neah,- Named,H5269,H5269,נֵעָה,Neah
Nephtoah@Jos.15.9,,- Named,H5318,H5318,נֶפְתּוֹחַ,Nephtoah
Netaim@1Ch.4.23,,- Named,H5196,H5196,נְטָעִים,Netaim
Netophah@2Sa.23.28,,- Named,H5199,H5199,נְטֹפָה,Netophah
Netophah@2Sa.23.28,,- Group,H5200,H5200,נְטֹפָתִי,Netophathite
Netophah@2Sa.23.28,,- (same as previous),H5200,H5200,נְטֹפָתִי,Netophah
New_Gate@Jer.26.10,,- Named,H2319G,H2319,חָדָשׁ,New( Gate)
Nezib@Jos.15.43,,- Named,H5334,H5334,נְצִיב,Nezib
Nibshan@Jos.15.62,,- Named,H5044,H5044,נִבְשָׁן,Nibshan
Nicopolis@Tit.3.12,,- Named,G3533,G3533,Νικόπολις,Nicopolis
Nile@Gen.41.1,,- Named,H2975G,H2975,יְאֹר,Nile
Nile@Gen.41.1,canals,- (same as previous),H2975G,H2975,יְאֹר,canals (KJV= rivers)
Nile@Gen.41.1,river,- (same as previous),H2975G,H2975,יְאֹר,river (NIV= Nile)
Nile@Gen.41.1,river,- (same as previous),H2975G,H2975,יְאֹר,river
Nile@Gen.41.1,,- Named,H7883H,H7883,שִׁיחוֹר,Nile (KJV= Sihor)
Nimrim@Isa.15.6,,- Named,H5249,H5249,נִמְרִים,Nimrim
Nineveh@Gen.10.11,,- Named,H5210,H5210,נִינְוֵה,Nineveh
Nineveh@Gen.10.11,Rehoboth-Ir," - Name Combined",H7344I,,H7344,Rehoboth/-Ir (KJV= city Rehoboth; NIV= Rehoboth Ir)
Nineveh@Gen.10.11,,Greek,G3535,G3535,Νινευΐ,Nineveh
Nineveh@Gen.10.11,,- Spelled,G3536,G3536,Νινευΐτης,Nineveh
Nob@1Sa.21.1,,- Named,H5011,H5011,נֹב,Nob
Nod@Gen.4.16,,- Named,H5113,H5113,נוֹד,Nod
Oboth@Num.21.10,,- Named,H0088,H0088,אֹבֹת,Oboth
Olives_Mount@2Sa.15.30,,- Named,H2132G,H2132,זַ֫יִת,(Mount_of )Olives
Olives_Mount@2Sa.15.30,,- (same as previous),H2132G,H2132,זַ֫יִת,Olives
Olives_Mount@2Sa.15.30,,Greek,G1638,G1638,ἐλαιών,"Olivet (KJV, NIV= Mount of Olives)"
Olives_Mount@2Sa.15.30,,- (same as previous),G1638,G1638,ἐλαιών,(Mount_of )Olives
On@Gen.41.45,,- Named,H0204,H0204,אֹן,On (NIV= Heliopolis)
On@Gen.41.45,City_of_Destruction," - Name Combined",H2041,,H2041,City/ of Destruction
On@Gen.41.45,Heliopolis,- Named,H1053J,H1053,בֵּית שֶׁ֫מֶשׁ,Heliopolis (KJV= Beth-shemesh; NIV= temple of the sun)
Ono@1Ch.8.12,,- Named,H0207,H0207,אוֹנוֹ,Ono
Ono@1Ch.8.12,Hakkephirim,- Named,H3715B,H3715b,כְּפִירִים,"Hakkephirim (KJV, NIV= villages)"
Ophel@2Ch.27.3,,- Named,H6077,H6077,עֹ֫פֶל,Ophel
Ophir@1Ki.9.28,,- Named,H0211H,H0211,אוֹפִיר,Ophir
Ophni@Jos.18.24,,- Named,H6078,H6078,עׇפְנִי,Ophni
Ophrah@Jos.18.23,,- Named,H6084G,H6084,עׇפְרָה,Ophrah
Ophrah@Jos.18.23,Beth-le-aphrah,- Named,H1036,H1036,בֵּית לְעַפְרָה,Beth-le-aphrah (KJV= house of Aphrah; NIV= Beth Ophrah)
Ophrah@Jdg.6.11,,- Named,H6084H,H6084,עׇפְרָה,Ophrah
Ophrah@Jdg.6.11,Hapharaim,- Named,H2663,H2663,חֲפָרַיִם,Hapharaim
Pacatiana@1Ti.6.21,,- Named,G3818,G3818,Πακατιανή,[ ](KJV= Pacatiana)
Paddan-aram@Gen.25.20,Paddan,- Named,H6307,H6307,פַּדָּן,Paddan (KJV= Padan)
Paddan-aram@Gen.25.20,," - Name Combined",H6307,,H6307,Paddan/-aram (KJV= Padan-aram)
Paddan-aram@Gen.25.20,Aram,- Named,H0758O,H0758,אֲרָם,Aram
Paddan-aram@Gen.25.20,Aramean,- Group,H0761J,H0761,אֲרַמִּי,Aramean
Pamphylia@Act.2.10,,- Named,G3828,G3828,Παμφυλία,Pamphylia
Paphos@Act.13.6,,- Named,G3974,G3974,Πάφος,Paphos
Parah@Jos.18.23,,- Named,H6511,H6511,פָּרָה,Parah
Paran@Gen.21.21,,- Named,H6290G,H6290,פָּארָן,Paran
Paran_Mount@Deu.33.2,,- Named,H6290H,H6290,פָּארָן,(Mount )Paran
Parbar@1Ch.26.18,colonnade,- Named,H6503,H6503,פַּרְוָר,colonnade (KJV= Parbar; NIV= court)
Perez-uzza@1Ch.13.11,,- Named,H6560G,H6560,פֶּרֶץ עֻזָּא,Perez-uzza (NIV= Perez-uzzah)
Parvaim@2Ch.3.6,,- Named,H6516,H6516,פַּרְוָ֑יִם,Parvaim
Patara@Act.21.1,,- Named,G3959,G3959,Πάταρα,Patara
Pathros@Isa.11.11,,- Named,H6624,H6624,פַּתְרוֹס,Pathros
Patmos@Rev.1.9,,- Named,G3963,G3963,Πάτμος,Patmos
Pau@Gen.36.39,,- Named,H6464,H6464,פָּ֑עוּ,Pau
Pau@Gen.36.39,Pai,- (same as previous),H6464,H6464,פָּ֑עוּ,Pai (NIV= Pau)
Pelusium@Ezk.30.15,,- Named,H5512A,H5512a,סִין,Pelusium (KJV= Sin)
Peniel@Gen.32.30,,- Named,H6439G,H6439,פְּנוּאֵל,Peniel
Peniel@Gen.32.30,Penuel,- (same as previous),H6439G,H6439,פְּנוּאֵל,Penuel (NIV= Peniel)
People's_Gate@Jer.17.19,,- Named,H5971H,H5971a,עַם,People's( Gate) (KJV= people)
Peor@Num.23.28,,- Named,H6465,H6465,פְּעוֹר,Peor
Perazim_Mount@Isa.28.21,,- Named,H6559,H6559,פְּרָצִים,(Mount )Perazim
Perga@Act.13.13,,- Named,G4011,G4011,Πέργη,Perga
Pergamum@Rev.1.11,,- Named,G4010,G4010,Πέργαμος,Pergamum
Persia@2Ch.36.20,,- Named,H6539,H6539,פָּרַס,Persia
Persia@2Ch.36.20,,- (same as previous),H6539,H6539,פָּרַס,Persian
Persia@2Ch.36.20,,- Aramaic,H6540,H6540,פָּרַס,Persia
Persia@2Ch.36.20,,- (same as previous),H6540,H6540,פָּרַס,Persian
Persia@2Ch.36.20,,- Spelled,H0670,H0670,אֲפָֽרְסָיֵא,Persian (KJV= Apharsite; NIV= Persia)
Persia@2Ch.36.20,,- Group,H6542,H6542,"פַּרְסִי, פָּרַס",Persian
Persia@2Ch.36.20,,- Aramaic,H6543,H6543,"פַּרְסִי, פָּרַס",Persian
Pethor@Num.22.5,,- Named,H6604,H6604,פְּתוֹר,Pethor
Pharpar@2Ki.5.12,,- Named,H6554,H6554,פַּרְפַּר,Pharpar
Philadelphia@Rev.1.11,,- Named,G5359,G5359,Φιλαδέλφεια,Philadelphia
Philippi@Act.16.12,,- Named,G5375,G5375,Φίλιπποι,Philippi
Philippi@Act.16.12,,- (same as previous),G5375,G5375,Φίλιπποι,[ ] (KJV= Philippi)
Philippi@Act.16.12,,- Group,G5374,G5374,Φιλιππήσιος,Philippian
Philippi@Act.16.12,,- (same as previous),G5374,G5374,Φιλιππήσιος,[ ] (KJV=Philippian)
Philistine@Gen.21.32,,- Named,H6429,H6429,פְּלֶ֫שֶׁת,Philistia
Philistine@Gen.21.32,,- Spelled,H6430G,H6430,פְּלִשְׁתִּי,Philistine
Philistine@Gen.21.32,,- (same as previous),H6430G,H6430,פְּלִשְׁתִּי,Philistia
Phoenicia@Act.11.19,,- Named,G5403,G5403,Φοινίκη,Phoenicia
Phoenix@Act.27.12,,- Named,G5405,G5405,Φοῖνιξ,Phoenix (KJV= Phenice)
Phrygia@Act.2.10,,- Named,G5435,G5435,Φρυγία,Phrygia
Phrygia@Act.2.10,,- (same as previous),G5435,G5435,Φρυγία,[ ] (KJV= Phrygia)
Pi-beseth@Ezk.30.17,,- Named,H6364,H6364,פִּי־בֶ֫סֶת,Pi-beseth (NIV= Bubastis)
Pi-hahiroth@Exo.14.2,,- Named,H6367,H6367,פִּי הַחִירֹת,Pi-hahiroth (NIV= Pi Hahiroth)
Pi-hahiroth@Exo.14.2,Hahiroth,- (same as previous),H6367,H6367,פִּי הַחִירֹת,Hahiroth
Pirathon@Jdg.12.15,,- Named,H6552,H6552,פִּרְעָתוֹן,Pirathon
Pirathon@Jdg.12.15,,- Spelled,H6553,H6553,פִּרְעָתוֹנִי,Pirathon
Pirathon@Jdg.12.15,,- (same as previous),H6553,H6553,פִּרְעָתוֹנִי,Pirathonite
Pisgah@Num.21.20,,- Named,H6449,H6449,פִּסְגָּה,Pisgah
Pisgah@Num.21.20,slopes_of_,- Named,H6449H,,H6449,slopes of Pisgah (KJV= Ashdoth-pisgar)
Pishon@Gen.2.11,,- Named,H6376,H6376,פִּישׁוֹן,Pishon
Pisidia@Act.13.14,,- Named,G4099,G4099,Πισιδία,Pisidia
Pithom@Exo.1.11,,- Named,H6619,H6619,פִּתֹם,Pithom
Pontus@Act.2.9,,- Named,G4195,G4195,Πόντος,Pontus
Pontus@Act.2.9,,- Group,G4193,G4193,Ποντικός,Pontus
Potsherd_Gate@Jer.19.2,,- Named,H2777,H2777,חֲרָסוּת,Potsherd( Gate)
Punon@Num.33.42,,- Named,H6325,H6325,פּוּנֹן,Punon
Put@Isa.66.19,,- Named,H6316H,H6316,פּוּט,Put (KJV=Lybia)
Put@Isa.66.19,,- (same as previous),H6316H,H6316,פּוּט,Put (KJV=Phut
Put@Isa.66.19,,- (same as previous),H6316H,H6316,פּוּט,"Put (KJV, NIV=Lybia)"
Put@Isa.66.19,,- (same as previous),H6316H,H6316,פּוּט,Put
Put@Isa.66.19,Pul,- Named,H6322H,H6322,פּוּל,Pul (NIV= Libya)
Puteoli@Act.28.13,,- Named,G4223,G4223,Ποτίολοι,Puteoli
Raamah@Ezk.27.22,,- Named,H7484H,H7484,רַעְמָה,Raamah
Raamses@Exo.1.11,,- Named,H7486H,H7486,רַֽעַמְסֵס,Raamses
Rabbith@Jos.19.20,,- Named,H7245,H7245,רַבִּית,Rabbith
Rakkon@Jos.19.46,,- Named,H7542,H7542,רַקּוֹן,Rakkon
Ramah@Jos.18.25,,- Named,H7414G,H7414,רָמָה,Ramah
Ramah@Jos.18.25,,Greek,G4471,G4471,Ῥαμᾶ,Ramah
Ramah@Jos.19.29,,- Named,H7414H,H7414,רָמָה,Ramah
Ramah@Jos.19.36,,- Named,H7414I,H7414,רָמָה,Ramah
Ramath-lehi@Jdg.15.17,,- Named,H7437,H7437,רָמַת לֶחִי,Ramath-lehi (NIV= Ramath Lehi)
Rameses@Gen.47.11,,- Named,H7486G,H7486,רַֽעַמְסֵס,Rameses
Ramoth@1Ch.6.73,,- Named,H7216G,H7216,רָאמוֹת,Ramoth
Ramoth-gilead@Gen.31.47,Ramoth,- Named,H7433,H7433,רָמֹת,Ramoth
Ramoth-gilead@Gen.31.47,Ramoth,- Spelled,H7216H,H7216,רָאמוֹת,Ramoth
Ramoth-gilead@Gen.31.47,," - Name Combined",H7418G,,H7418,Ramoth/-gilead (NIV= Ramoth Gilead)
Ramoth-gilead@Gen.31.47,Galeed,- Named,H1567,H1567,גַּלְעֵד,Galeed
Ramoth-gilead@Gen.31.47,Ramah,- Named,H7414K,H7414,רָמָה,Ramah
Ramoth-gilead@Gen.31.47,Ramath-mizpeh,- Named,H7434,H7434,רָמַת הַמִּצְפֶּה,Ramath-mizpeh (NIV= Ramath Mizpeh)
Ramoth-gilead@Gen.31.47,Mizpah,- Named,H4708K,H4708,מִצְפֶּה,Mizpah
Ramoth-gilead@Gen.31.47,Mizpah,- Spelled,H4709H,H4709,מִצְפָּה,Mizpah
Ramoth-gilead@Gen.31.47,Jegar-sahadutha,- Aramaic+Combined,H3026A,,H3026a,Jegar/-sahadutha (NIV= Jegar Sahadutha)
Recah@1Ch.4.12,,- Named,H7397B,H7397b,רֵכָה,Recah (KJV= Rechah; NIV= Rekah)
Red_Sea@Exo.10.19,,- Named,H5488G,H5488,סוּף,Red( Sea)
Red_Sea@Exo.10.19,,Greek,G2063,G2063,ἐρυθρός,Red( Sea)
Rehob@Jos.19.28,,- Named,H7340G,H7340,רְחוֹב,Rehob
Rehob@Jos.19.30,,- Named,H7340H,H7340,רְחוֹב,Rehob
Rehoboth@Gen.26.22,,- Named,H7344G,H7344,רְחֹבוֹת,Rehoboth
Rehoboth@Gen.36.37,,- Named,H7344H,H7344,רְחֹבוֹת,Rehoboth
Rekem@Jos.18.27,,- Named,H7552H,H7552,רֶ֫קֶם,Rekem
Remeth@Jos.19.21,,- Named,H7432,H7432,רֶמֶת,Remeth
Rephaim_Valley@Jos.15.8,," - Name Combined",H7497G,,H7497b,Valley/ of Rephaim
Rephidim@Exo.17.1,,- Named,H7508,H7508,רְפִידִים,Rephidim
Resen@Gen.10.12,,- Named,H7449,H7449,רֶ֫סֶן,Resen
Rezeph@2Ki.19.12,,- Named,H7530,H7530,רֶ֫צֶף,Rezeph
Rhegium@Act.28.13,,- Named,G4484,G4484,Ῥήγιον,Rhegium
Rhodes@Act.21.1,,- Named,G4499,G4499,Ῥόδος,Rhodes
Riblah@Num.34.11,,- Named,H7247G,H7247,רִבְלָה,Riblah
Riblah@2Ki.23.33,,- Named,H7247H,H7247,רִבְלָה,Riblah
Riblah@2Ki.23.33,,- Spelled,H1689,H1689,דִּבְלָה,Riblah
Rimmon@Jdg.20.45,,- Named,H7417C,H7417c,"רִמּוֹן, רִמּוֹנוֹ",Rimmon
Rimmon-perez@Num.33.19,,- Named,H7428,H7428,רִמֹּן פָּ֑רֶץ,Rimmon-perez (NIV= Rimmon Perez)
Rissah@Num.33.21,,- Named,H7446,H7446,רִסָּה,Rissah
Rithmah@Num.33.18,,- Named,H7575,H7575,רִתְמָה,Rithmah
Rock_of_Escape@1Sa.23.28,,- Named,H5555,H5555,סֶלַע הַמַּחְלְקוֹת,"Rock of Escape (KJV, NIV= Sela Hammahlekoth)"
Rogelim@2Sa.17.27,,- Named,H7274,H7274,רֹגְלִים,Rogelim
Rome@Jhn.11.48,,- Named,G4514,G4514,Ῥωμαῖος,Roman
Rome@Jhn.11.48,,- (same as previous),G4514,G4514,Ῥωμαῖος,Roman
Rome@Jhn.11.48,,- (same as previous),G4514,G4514,Ῥωμαῖος,[ ] (KJV= Roman)
Rome@Jhn.11.48,,- (same as previous),G4514,G4514,Ῥωμαῖος,Rome
Rome@Jhn.11.48,,- Named,G4516,G4516,Ῥώμη,[ ] (KJV= Rome)
Rome@Jhn.11.48,,- (same as previous),G4516,G4516,Ῥώμη,Rome
Rome@Jhn.11.48,,- Named,G2862,G2862,κολωνία,Roman colony
Sahar@Ezk.27.18,,- Named,H6713,H6713,צַ֫חַר,Sahar (KJV= white; NIV= Zahar)
Salamis@Act.13.5,,- Named,G4529,G4529,Σαλαμίς,Salamis
Salecah@Deu.3.10,,- Named,H5548,H5548,סַלְכָה,Salecah (KJV= Salchah; NIV= Salekah)
Salecah@Deu.3.10,,- (same as previous),H5548,H5548,סַלְכָה,Salecah (KJV= Salcah; NIV= Salekah)
Salim@Jhn.3.23,,- Named,G4530,G4530,Σαλείμ,Salim
Salmone@Act.27.7,,- Named,G4534,G4534,Σαλμώνη,Salmone
Salt_Sea@Gen.14.3,Sea,- Named,H4417G,H4417,מֶ֫לַח,Salt( Sea)
Salt_Sea@Gen.14.3,Arabah_Sea,- Named,H6160K,H6160,עֲרָבָה,(Sea of the )Arabah (KJV= sea of the plain; NIV= Dead Sea)
Salt_Valley@2Sa.8.13,," - Name Combined",H4417H,,H4417,Valley/ of Salt
Samaria@1Ki.13.32,,- Named,H8111,H8111,שֹׁמְרוֹן,Samaria
Samaria@1Ki.13.32,,- Aramaic,H8115,H8115,שׇֽׁמְרָ֑יִן,Samaria
Samaria@1Ki.13.32,,- Group,H8118,H8118,שֹׁמרֹנִי,Samaritan
Samaria@1Ki.13.32,,Greek,G4540,G4540,Σαμάρεια,Samaria
Samaria@1Ki.13.32,Samaritan,- Group,G4541,G4541,Σαμαρείτης,Samaritan
Samaria@1Ki.13.32,,- Spelled,G4542,G4542,Σαμαρεῖτις,Samaria (NIV= Samaritan)
Samaria@1Ki.13.32,,- (same as previous),G4542,G4542,Σαμαρεῖτις,Samaritan
Samos@Act.20.15,,- Named,G4544,G4544,Σάμος,Samos
Samothrace@Act.16.11,,- Named,G4543,G4543,Σαμοθρᾴκη,Samothrace
Sansannah@Jos.15.31,,- Named,H5578,H5578,סַנְסַנָּה,Sansannah
Sardis@Oba.1.20,Sepharad,- Named,H5614,H5614,סְפָרַ֑ד,Sepharad
Sardis@Oba.1.20,,Greek,G4554,G4554,Σάρδεις,Sardis
Sarid@Jos.19.10,,- Named,H8301,H8301,שָׂרִיד,Sarid
Seba@Psa.72.10,,- Named,H5434H,H5434,סְבָא,Seba
Sebam@Num.32.3,,- Named,H7643G,H7643,שְׂבָם,Sebam
Secacah@Jos.15.61,,- Named,H5527,H5527,סְכָכָה,Secacah (NIV= Sekakah)
Second_Quarter@2Ki.22.14,,- Named,H4932G,H4932,מִשְׁנֶה,Second Quarter (KJV= second; NIV= New Quarter)
Secu@1Sa.19.22,,- Named,H7906,H7906,שֵׂ֫כוּ,Secu (KJV= Sechu; NIV= Seku)
Seir@Gen.14.6,,- Named,H8165A,H8165a,שֵׂעִיר,Seir
Seir_Mount@Deu.1.2,,- Named,H8165G,H8165a,שֵׂעִיר,(Mount )Seir
Seir_Mount@Jos.15.10,,- Named,H8165H,H8165a,שֵׂעִיר,(Mount )Seir
Seirah@Jdg.3.26,,- Named,H8167,H8167,שְׂעִירָה,Seirah
Sela@Jdg.1.36,,- Named,H5554,H5554,סֶ֫לַע,Sela
Sela@Jdg.1.36,,- (same as previous),H5554,H5554,סֶ֫לַע,Sela (KJV= Selah)
Sela@Jdg.1.36,,- (same as previous),H5554,H5554,סֶ֫לַע,Sela (KJV= rock)
Sela@Jdg.1.36,rock,- Named,H5553G,H5553,סֶ֫לַע,rock (NIV= cliff)
Sela@Jdg.1.36,Joktheel,- Named,H3371H,H3371,יׇקְתְאֵל,Joktheel
Seleucia@Act.13.4,,- Named,G4581,G4581,Σελεύκεια,Seleucia
Senaah@Ezr.2.35,,- Named,H5570G,H5570,סְנָאָה,Senaah
Seneh@1Sa.14.4,,- Named,H5573,H5573,סֶ֑נֶּה,Seneh
Sephar@Gen.10.30,,- Named,H5611,H5611,סְפָר,Sephar
Sepharvaim@2Ki.17.24,,- Named,H5617,H5617,סְפַרְוַ֫יִם,Sepharvaim
Sepharvaim@2Ki.17.24,,- Spelled,H5616,H5616,סְפַרְוִי,Sepharvaim (=Qere. Ketiv= Sepharim)
Shaalbim@Jdg.1.35,,- Named,H8169,H8169,שַׁעַלְבִים,Shaalbim
Shaalbim@Jdg.1.35,Shaalabbin,- (same as previous),H8169,H8169,שַׁעַלְבִים,Shaalabbin
Shaalbim@Jdg.1.35,Shaalbonite,- Group,H8170,H8170,שַׁעַלְבֹנִי,Shaalbonite
Shaalim@1Sa.9.4,,- Named,H8171,H8171,שַׁעֲלִים,Shaalim
Shaaraim@Jos.15.36,,- Named,H8189G,H8189,שַׁעֲרַ֫יִם,Shaaraim
Shahazumah@Jos.19.22,,- Named,H7831,H7831,שַׁחֲצִ֫ימָה,"Shahazumah (=Ketiv. Qere, KJV= Shahazimah)"
Shalishah@1Sa.9.4,,- Named,H8031,H8031,שָׁלִ֫שָׁה,Shalishah
Shallecheth@1Ch.26.16,,- Named,H7996,H7996,שַׁלֶּ֫כֶת,Shallecheth
Shamir@Jos.15.48,,- Named,H8069G,H8069,שָׁמִיר,Shamir
Shamir@Jdg.10.1,,- Named,H8069H,H8069,שָׁמִיר,Shamir
Shaphir@Mic.1.11,,- Named,H8208,H8208,שָׁפִיר,Shaphir
Sharon@1Ch.5.16,,- Named,H8289H,H8289,שָׁרוֹן,Sharon
Sharon@1Ch.27.29,,- Named,H8289I,H8289,שָׁרוֹן,Sharon
