from_unique_name,to_bcv_id
Edom@Gen.36.40,2ki.16.6
Edom@Gen.36.40,2sa.8.12
Edom@Gen.36.40,2sa.8.13
Edom@Gen.36.40,2ch.20.2
Edom@Gen.36.40,gen.36.40
Edom@Gen.36.40,gen.36.43
Edom@Gen.36.40,deu.2.4
Edom@Gen.36.40,deu.2.5
Edom@Gen.36.40,deu.2.8
Edom@Gen.36.40,deu.2.12
Edom@Gen.36.40,deu.2.22
Edom@Gen.36.40,deu.2.29
Edom@Gen.36.40,jos.24.4
Edom@Gen.36.40,1ch.1.35
Edom@Gen.36.40,jer.49.8
Edom@Gen.36.40,jer.49.10
Edom@Gen.36.40,oba.1.6
Edom@Gen.36.40,oba.1.18
Edom@Gen.36.40,oba.1.18
Edom@Gen.36.40,mal.1.2
Edom@Gen.36.40,mal.1.3
Edom@Gen.36.40,heb.11.20
Edom@Gen.36.40,heb.12.16
Edom@Gen.36.40,rom.9.13
Edrei@Num.21.33,num.21.33
Edrei@Num.21.33,deu.1.4
Edrei@Num.21.33,deu.3.1
Edrei@Num.21.33,deu.3.10
Edrei@Num.21.33,jos.12.4
Edrei@Num.21.33,jos.13.12
Edrei@Num.21.33,jos.13.31
Edrei@Num.21.33,jos.19.37
Eglaim@Isa.15.8,isa.15.8
Eglath-shelishiyah@Isa.15.5,isa.15.5
Eglath-shelishiyah@Isa.15.5,jer.48.34
Eglon@Jos.10.3,jos.10.3
Eglon@Jos.10.3,jos.10.5
Eglon@Jos.10.3,jos.10.23
Eglon@Jos.10.3,jos.10.34
Eglon@Jos.10.3,jos.10.36
Eglon@Jos.10.3,jos.10.37
Eglon@Jos.10.3,jos.12.12
Eglon@Jos.10.3,jos.15.39
Egypt@Gen.12.10,gen.12.10
Egypt@Gen.12.10,gen.12.11
Egypt@Gen.12.10,gen.12.14
Egypt@Gen.12.10,gen.13.1
Egypt@Gen.12.10,gen.13.10
Egypt@Gen.12.10,gen.15.18
Egypt@Gen.12.10,gen.21.21
Egypt@Gen.12.10,gen.25.18
Egypt@Gen.12.10,gen.26.2
Egypt@Gen.12.10,gen.37.25
Egypt@Gen.12.10,gen.37.28
Egypt@Gen.12.10,gen.37.36
Egypt@Gen.12.10,gen.39.1
Egypt@Gen.12.10,gen.40.1
Egypt@Gen.12.10,gen.40.1
Egypt@Gen.12.10,gen.40.5
Egypt@Gen.12.10,gen.41.8
Egypt@Gen.12.10,gen.41.19
Egypt@Gen.12.10,gen.41.29
Egypt@Gen.12.10,gen.41.30
Egypt@Gen.12.10,gen.41.33
Egypt@Gen.12.10,gen.41.34
Egypt@Gen.12.10,gen.41.36
Egypt@Gen.12.10,gen.41.41
Egypt@Gen.12.10,gen.41.43
Egypt@Gen.12.10,gen.41.44
Egypt@Gen.12.10,gen.41.45
Egypt@Gen.12.10,gen.41.46
Egypt@Gen.12.10,gen.41.46
Egypt@Gen.12.10,gen.41.48
Egypt@Gen.12.10,gen.41.53
Egypt@Gen.12.10,gen.41.54
Egypt@Gen.12.10,gen.41.55
Egypt@Gen.12.10,gen.41.56
Egypt@Gen.12.10,gen.41.57
Egypt@Gen.12.10,gen.42.1
Egypt@Gen.12.10,gen.42.2
Egypt@Gen.12.10,gen.42.3
Egypt@Gen.12.10,gen.43.2
Egypt@Gen.12.10,gen.43.15
Egypt@Gen.12.10,gen.45.4
Egypt@Gen.12.10,gen.45.8
Egypt@Gen.12.10,gen.45.9
Egypt@Gen.12.10,gen.45.13
Egypt@Gen.12.10,gen.45.18
Egypt@Gen.12.10,gen.45.19
Egypt@Gen.12.10,gen.45.20
Egypt@Gen.12.10,gen.45.23
Egypt@Gen.12.10,gen.45.25
Egypt@Gen.12.10,gen.45.26
Egypt@Gen.12.10,gen.46.3
Egypt@Gen.12.10,gen.46.4
Egypt@Gen.12.10,gen.46.6
Egypt@Gen.12.10,gen.46.7
Egypt@Gen.12.10,gen.46.8
Egypt@Gen.12.10,gen.46.20
Egypt@Gen.12.10,gen.46.26
Egypt@Gen.12.10,gen.46.27
Egypt@Gen.12.10,gen.46.27
Egypt@Gen.12.10,gen.47.6
Egypt@Gen.12.10,gen.47.11
Egypt@Gen.12.10,gen.47.13
Egypt@Gen.12.10,gen.47.14
Egypt@Gen.12.10,gen.47.15
Egypt@Gen.12.10,gen.47.20
Egypt@Gen.12.10,gen.47.21
Egypt@Gen.12.10,gen.47.26
Egypt@Gen.12.10,gen.47.27
Egypt@Gen.12.10,gen.47.28
Egypt@Gen.12.10,gen.47.29
Egypt@Gen.12.10,gen.47.30
Egypt@Gen.12.10,gen.48.5
Egypt@Gen.12.10,gen.48.5
Egypt@Gen.12.10,gen.50.7
Egypt@Gen.12.10,gen.50.14
Egypt@Gen.12.10,gen.50.22
Egypt@Gen.12.10,gen.50.26
Egypt@Gen.12.10,exo.1.1
Egypt@Gen.12.10,exo.1.5
Egypt@Gen.12.10,exo.1.8
Egypt@Gen.12.10,exo.1.15
Egypt@Gen.12.10,exo.1.17
Egypt@Gen.12.10,exo.1.18
Egypt@Gen.12.10,exo.2.23
Egypt@Gen.12.10,exo.3.7
Egypt@Gen.12.10,exo.3.10
Egypt@Gen.12.10,exo.3.11
Egypt@Gen.12.10,exo.3.12
Egypt@Gen.12.10,exo.3.16
Egypt@Gen.12.10,exo.3.17
Egypt@Gen.12.10,exo.3.18
Egypt@Gen.12.10,exo.3.19
Egypt@Gen.12.10,exo.4.18
Egypt@Gen.12.10,exo.4.19
Egypt@Gen.12.10,exo.4.20
Egypt@Gen.12.10,exo.4.21
Egypt@Gen.12.10,exo.5.4
Egypt@Gen.12.10,exo.5.12
Egypt@Gen.12.10,exo.6.11
Egypt@Gen.12.10,exo.6.13
Egypt@Gen.12.10,exo.6.13
Egypt@Gen.12.10,exo.6.26
Egypt@Gen.12.10,exo.6.27
Egypt@Gen.12.10,exo.6.27
Egypt@Gen.12.10,exo.6.28
Egypt@Gen.12.10,exo.6.29
Egypt@Gen.12.10,exo.7.3
Egypt@Gen.12.10,exo.7.4
Egypt@Gen.12.10,exo.7.4
Egypt@Gen.12.10,exo.7.11
Egypt@Gen.12.10,exo.7.19
Egypt@Gen.12.10,exo.7.19
Egypt@Gen.12.10,exo.7.22
Egypt@Gen.12.10,exo.8.5
Egypt@Gen.12.10,exo.8.6
Egypt@Gen.12.10,exo.8.6
Egypt@Gen.12.10,exo.8.7
Egypt@Gen.12.10,exo.8.16
Egypt@Gen.12.10,exo.8.17
Egypt@Gen.12.10,exo.8.24
Egypt@Gen.12.10,exo.9.4
Egypt@Gen.12.10,exo.9.9
Egypt@Gen.12.10,exo.9.9
Egypt@Gen.12.10,exo.9.18
Egypt@Gen.12.10,exo.9.22
Egypt@Gen.12.10,exo.9.22
Egypt@Gen.12.10,exo.9.23
Egypt@Gen.12.10,exo.9.24
Egypt@Gen.12.10,exo.9.25
Egypt@Gen.12.10,exo.10.7
Egypt@Gen.12.10,exo.10.12
Egypt@Gen.12.10,exo.10.12
Egypt@Gen.12.10,exo.10.13
Egypt@Gen.12.10,exo.10.14
Egypt@Gen.12.10,exo.10.14
Egypt@Gen.12.10,exo.10.15
Egypt@Gen.12.10,exo.10.19
Egypt@Gen.12.10,exo.10.21
Egypt@Gen.12.10,exo.10.22
Egypt@Gen.12.10,exo.11.1
Egypt@Gen.12.10,exo.11.4
Egypt@Gen.12.10,exo.11.5
Egypt@Gen.12.10,exo.11.6
Egypt@Gen.12.10,exo.11.7
Egypt@Gen.12.10,exo.11.9
Egypt@Gen.12.10,exo.12.1
Egypt@Gen.12.10,exo.12.12
Egypt@Gen.12.10,exo.12.12
Egypt@Gen.12.10,exo.12.12
Egypt@Gen.12.10,exo.12.13
Egypt@Gen.12.10,exo.12.17
Egypt@Gen.12.10,exo.12.27
Egypt@Gen.12.10,exo.12.29
Egypt@Gen.12.10,exo.12.30
Egypt@Gen.12.10,exo.12.39
Egypt@Gen.12.10,exo.12.39
Egypt@Gen.12.10,exo.12.40
Egypt@Gen.12.10,exo.12.41
Egypt@Gen.12.10,exo.12.42
Egypt@Gen.12.10,exo.12.51
Egypt@Gen.12.10,exo.13.3
Egypt@Gen.12.10,exo.13.8
Egypt@Gen.12.10,exo.13.9
Egypt@Gen.12.10,exo.13.14
Egypt@Gen.12.10,exo.13.15
Egypt@Gen.12.10,exo.13.16
Egypt@Gen.12.10,exo.13.17
Egypt@Gen.12.10,exo.13.18
Egypt@Gen.12.10,exo.14.5
Egypt@Gen.12.10,exo.14.7
Egypt@Gen.12.10,exo.14.8
Egypt@Gen.12.10,exo.14.11
Egypt@Gen.12.10,exo.14.11
Egypt@Gen.12.10,exo.14.12
Egypt@Gen.12.10,exo.14.20
Egypt@Gen.12.10,exo.16.1
Egypt@Gen.12.10,exo.16.3
Egypt@Gen.12.10,exo.16.6
Egypt@Gen.12.10,exo.16.32
Egypt@Gen.12.10,exo.17.3
Egypt@Gen.12.10,exo.18.1
Egypt@Gen.12.10,exo.19.1
Egypt@Gen.12.10,exo.20.2
Egypt@Gen.12.10,exo.22.21
Egypt@Gen.12.10,exo.23.9
Egypt@Gen.12.10,exo.23.15
Egypt@Gen.12.10,exo.29.46
Egypt@Gen.12.10,exo.32.1
Egypt@Gen.12.10,exo.32.4
Egypt@Gen.12.10,exo.32.7
Egypt@Gen.12.10,exo.32.8
Egypt@Gen.12.10,exo.32.11
Egypt@Gen.12.10,exo.32.23
Egypt@Gen.12.10,exo.33.1
Egypt@Gen.12.10,exo.34.18
Egypt@Gen.12.10,lev.11.45
Egypt@Gen.12.10,lev.18.3
Egypt@Gen.12.10,lev.19.34
Egypt@Gen.12.10,lev.19.36
Egypt@Gen.12.10,lev.22.33
Egypt@Gen.12.10,lev.23.43
Egypt@Gen.12.10,lev.25.38
Egypt@Gen.12.10,lev.25.42
Egypt@Gen.12.10,lev.25.55
Egypt@Gen.12.10,lev.26.13
Egypt@Gen.12.10,lev.26.45
Egypt@Gen.12.10,num.1.1
Egypt@Gen.12.10,num.3.13
Egypt@Gen.12.10,num.8.17
Egypt@Gen.12.10,num.9.1
Egypt@Gen.12.10,num.11.5
Egypt@Gen.12.10,num.11.18
Egypt@Gen.12.10,num.11.20
Egypt@Gen.12.10,num.13.22
Egypt@Gen.12.10,num.14.2
Egypt@Gen.12.10,num.14.3
Egypt@Gen.12.10,num.14.4
Egypt@Gen.12.10,num.14.19
Egypt@Gen.12.10,num.14.22
Egypt@Gen.12.10,num.15.41
Egypt@Gen.12.10,num.20.5
Egypt@Gen.12.10,num.20.15
Egypt@Gen.12.10,num.20.15
Egypt@Gen.12.10,num.20.16
Egypt@Gen.12.10,num.21.5
Egypt@Gen.12.10,num.22.5
Egypt@Gen.12.10,num.22.11
Egypt@Gen.12.10,num.23.22
Egypt@Gen.12.10,num.24.8
Egypt@Gen.12.10,num.26.4
Egypt@Gen.12.10,num.26.59
Egypt@Gen.12.10,num.32.11
Egypt@Gen.12.10,num.33.1
Egypt@Gen.12.10,num.33.38
Egypt@Gen.12.10,deu.1.27
Egypt@Gen.12.10,deu.1.30
Egypt@Gen.12.10,deu.4.20
Egypt@Gen.12.10,deu.4.34
Egypt@Gen.12.10,deu.4.37
Egypt@Gen.12.10,deu.4.45
Egypt@Gen.12.10,deu.4.46
Egypt@Gen.12.10,deu.5.6
Egypt@Gen.12.10,deu.5.15
Egypt@Gen.12.10,deu.6.12
Egypt@Gen.12.10,deu.6.21
Egypt@Gen.12.10,deu.6.21
Egypt@Gen.12.10,deu.6.22
Egypt@Gen.12.10,deu.7.8
Egypt@Gen.12.10,deu.7.15
Egypt@Gen.12.10,deu.7.18
Egypt@Gen.12.10,deu.8.14
Egypt@Gen.12.10,deu.9.7
Egypt@Gen.12.10,deu.9.12
Egypt@Gen.12.10,deu.9.26
Egypt@Gen.12.10,deu.10.19
Egypt@Gen.12.10,deu.10.22
Egypt@Gen.12.10,deu.11.3
Egypt@Gen.12.10,deu.11.3
Egypt@Gen.12.10,deu.11.4
Egypt@Gen.12.10,deu.11.10
Egypt@Gen.12.10,deu.13.5
Egypt@Gen.12.10,deu.13.10
Egypt@Gen.12.10,deu.15.15
Egypt@Gen.12.10,deu.16.1
Egypt@Gen.12.10,deu.16.3
Egypt@Gen.12.10,deu.16.3
Egypt@Gen.12.10,deu.16.6
Egypt@Gen.12.10,deu.16.12
Egypt@Gen.12.10,deu.17.16
Egypt@Gen.12.10,deu.20.1
Egypt@Gen.12.10,deu.23.4
Egypt@Gen.12.10,deu.24.9
Egypt@Gen.12.10,deu.24.18
Egypt@Gen.12.10,deu.24.22
Egypt@Gen.12.10,deu.25.17
Egypt@Gen.12.10,deu.26.5
Egypt@Gen.12.10,deu.26.8
Egypt@Gen.12.10,deu.28.27
Egypt@Gen.12.10,deu.28.60
Egypt@Gen.12.10,deu.28.68
Egypt@Gen.12.10,deu.29.2
Egypt@Gen.12.10,deu.29.16
Egypt@Gen.12.10,deu.29.25
Egypt@Gen.12.10,deu.34.11
Egypt@Gen.12.10,jos.2.10
Egypt@Gen.12.10,jos.5.4
Egypt@Gen.12.10,jos.5.4
Egypt@Gen.12.10,jos.5.5
Egypt@Gen.12.10,jos.5.6
Egypt@Gen.12.10,jos.5.9
Egypt@Gen.12.10,jos.9.9
Egypt@Gen.12.10,jos.13.3
Egypt@Gen.12.10,jos.24.4
Egypt@Gen.12.10,jos.24.5
Egypt@Gen.12.10,jos.24.6
Egypt@Gen.12.10,jos.24.7
Egypt@Gen.12.10,jos.24.14
Egypt@Gen.12.10,jos.24.17
Egypt@Gen.12.10,jos.24.32
Egypt@Gen.12.10,jdg.2.1
Egypt@Gen.12.10,jdg.2.12
Egypt@Gen.12.10,jdg.6.8
Egypt@Gen.12.10,jdg.6.13
Egypt@Gen.12.10,jdg.11.13
Egypt@Gen.12.10,jdg.11.16
Egypt@Gen.12.10,jdg.19.30
Egypt@Gen.12.10,1sa.2.27
Egypt@Gen.12.10,1sa.8.8
Egypt@Gen.12.10,1sa.10.18
Egypt@Gen.12.10,1sa.12.6
Egypt@Gen.12.10,1sa.12.8
Egypt@Gen.12.10,1sa.12.8
Egypt@Gen.12.10,1sa.15.2
Egypt@Gen.12.10,1sa.15.6
Egypt@Gen.12.10,1sa.15.7
Egypt@Gen.12.10,1sa.27.8
Egypt@Gen.12.10,2sa.7.6
Egypt@Gen.12.10,2sa.7.23
Egypt@Gen.12.10,1ki.3.1
Egypt@Gen.12.10,1ki.4.21
Egypt@Gen.12.10,1ki.4.30
Egypt@Gen.12.10,1ki.6.1
Egypt@Gen.12.10,1ki.8.9
Egypt@Gen.12.10,1ki.8.16
Egypt@Gen.12.10,1ki.8.21
Egypt@Gen.12.10,1ki.8.51
Egypt@Gen.12.10,1ki.8.53
Egypt@Gen.12.10,1ki.9.9
Egypt@Gen.12.10,1ki.9.16
Egypt@Gen.12.10,1ki.10.28
Egypt@Gen.12.10,1ki.10.29
Egypt@Gen.12.10,1ki.11.17
Egypt@Gen.12.10,1ki.11.18
Egypt@Gen.12.10,1ki.11.18
Egypt@Gen.12.10,1ki.11.21
Egypt@Gen.12.10,1ki.11.40
Egypt@Gen.12.10,1ki.11.40
Egypt@Gen.12.10,1ki.11.40
Egypt@Gen.12.10,1ki.12.2
Egypt@Gen.12.10,1ki.12.2
Egypt@Gen.12.10,1ki.12.28
Egypt@Gen.12.10,1ki.14.25
Egypt@Gen.12.10,2ki.7.6
Egypt@Gen.12.10,2ki.17.4
Egypt@Gen.12.10,2ki.17.7
Egypt@Gen.12.10,2ki.17.7
Egypt@Gen.12.10,2ki.17.36
Egypt@Gen.12.10,2ki.18.21
Egypt@Gen.12.10,2ki.18.21
Egypt@Gen.12.10,2ki.18.24
Egypt@Gen.12.10,2ki.21.15
Egypt@Gen.12.10,2ki.23.29
Egypt@Gen.12.10,2ki.23.34
Egypt@Gen.12.10,2ki.24.7
Egypt@Gen.12.10,2ki.24.7
Egypt@Gen.12.10,2ki.25.26
Egypt@Gen.12.10,1ch.13.5
Egypt@Gen.12.10,1ch.17.21
Egypt@Gen.12.10,2ch.1.16
Egypt@Gen.12.10,2ch.1.17
Egypt@Gen.12.10,2ch.5.10
Egypt@Gen.12.10,2ch.6.5
Egypt@Gen.12.10,2ch.7.22
Egypt@Gen.12.10,2ch.9.26
Egypt@Gen.12.10,2ch.9.28
Egypt@Gen.12.10,2ch.10.2
Egypt@Gen.12.10,2ch.10.2
Egypt@Gen.12.10,2ch.12.2
Egypt@Gen.12.10,2ch.12.3
Egypt@Gen.12.10,2ch.12.9
Egypt@Gen.12.10,2ch.20.10
Egypt@Gen.12.10,2ch.26.8
Egypt@Gen.12.10,2ch.35.20
Egypt@Gen.12.10,2ch.36.3
Egypt@Gen.12.10,2ch.36.4
Egypt@Gen.12.10,2ch.36.4
Egypt@Gen.12.10,neh.9.9
Egypt@Gen.12.10,neh.9.18
Egypt@Gen.12.10,psa.68.31
Egypt@Gen.12.10,psa.78.12
Egypt@Gen.12.10,psa.78.43
Egypt@Gen.12.10,psa.78.51
Egypt@Gen.12.10,psa.80.8
Egypt@Gen.12.10,psa.81.5
Egypt@Gen.12.10,psa.81.10
Egypt@Gen.12.10,psa.105.23
Egypt@Gen.12.10,psa.105.38
Egypt@Gen.12.10,psa.106.7
Egypt@Gen.12.10,psa.106.21
Egypt@Gen.12.10,psa.114.1
Egypt@Gen.12.10,psa.135.8
Egypt@Gen.12.10,psa.135.9
Egypt@Gen.12.10,psa.136.10
Egypt@Gen.12.10,isa.7.18
Egypt@Gen.12.10,isa.10.26
Egypt@Gen.12.10,isa.11.11
Egypt@Gen.12.10,isa.11.16
Egypt@Gen.12.10,isa.19.1
Egypt@Gen.12.10,isa.19.1
Egypt@Gen.12.10,isa.19.1
Egypt@Gen.12.10,isa.19.12
Egypt@Gen.12.10,isa.19.13
Egypt@Gen.12.10,isa.19.14
Egypt@Gen.12.10,isa.19.15
Egypt@Gen.12.10,isa.19.18
Egypt@Gen.12.10,isa.19.19
Egypt@Gen.12.10,isa.19.20
Egypt@Gen.12.10,isa.19.22
Egypt@Gen.12.10,isa.19.23
Egypt@Gen.12.10,isa.19.23
Egypt@Gen.12.10,isa.19.23
Egypt@Gen.12.10,isa.19.24
Egypt@Gen.12.10,isa.19.25
Egypt@Gen.12.10,isa.20.3
Egypt@Gen.12.10,isa.20.4
Egypt@Gen.12.10,isa.20.5
Egypt@Gen.12.10,isa.23.5
Egypt@Gen.12.10,isa.27.13
Egypt@Gen.12.10,isa.30.2
Egypt@Gen.12.10,isa.30.2
Egypt@Gen.12.10,isa.30.3
Egypt@Gen.12.10,isa.30.7
Egypt@Gen.12.10,isa.31.1
Egypt@Gen.12.10,isa.36.6
Egypt@Gen.12.10,isa.36.6
Egypt@Gen.12.10,isa.36.9
Egypt@Gen.12.10,isa.43.3
Egypt@Gen.12.10,isa.45.14
Egypt@Gen.12.10,isa.52.4
Egypt@Gen.12.10,jer.2.6
Egypt@Gen.12.10,jer.2.18
Egypt@Gen.12.10,jer.2.36
Egypt@Gen.12.10,jer.7.22
Egypt@Gen.12.10,jer.7.25
Egypt@Gen.12.10,jer.9.26
Egypt@Gen.12.10,jer.11.4
Egypt@Gen.12.10,jer.11.7
Egypt@Gen.12.10,jer.16.14
Egypt@Gen.12.10,jer.23.7
Egypt@Gen.12.10,jer.24.8
Egypt@Gen.12.10,jer.25.19
Egypt@Gen.12.10,jer.26.21
Egypt@Gen.12.10,jer.26.22
Egypt@Gen.12.10,jer.26.23
Egypt@Gen.12.10,jer.31.32
Egypt@Gen.12.10,jer.32.20
Egypt@Gen.12.10,jer.32.21
Egypt@Gen.12.10,jer.34.13
Egypt@Gen.12.10,jer.37.5
Egypt@Gen.12.10,jer.37.7
Egypt@Gen.12.10,jer.41.17
Egypt@Gen.12.10,jer.42.14
Egypt@Gen.12.10,jer.42.15
Egypt@Gen.12.10,jer.42.16
Egypt@Gen.12.10,jer.42.16
Egypt@Gen.12.10,jer.42.17
Egypt@Gen.12.10,jer.42.18
Egypt@Gen.12.10,jer.42.19
Egypt@Gen.12.10,jer.43.2
Egypt@Gen.12.10,jer.43.7
Egypt@Gen.12.10,jer.43.11
Egypt@Gen.12.10,jer.43.12
Egypt@Gen.12.10,jer.43.12
Egypt@Gen.12.10,jer.43.13
Egypt@Gen.12.10,jer.43.13
Egypt@Gen.12.10,jer.44.1
Egypt@Gen.12.10,jer.44.8
Egypt@Gen.12.10,jer.44.12
Egypt@Gen.12.10,jer.44.12
Egypt@Gen.12.10,jer.44.13
Egypt@Gen.12.10,jer.44.14
Egypt@Gen.12.10,jer.44.15
Egypt@Gen.12.10,jer.44.24
Egypt@Gen.12.10,jer.44.26
Egypt@Gen.12.10,jer.44.26
Egypt@Gen.12.10,jer.44.27
Egypt@Gen.12.10,jer.44.28
Egypt@Gen.12.10,jer.44.28
Egypt@Gen.12.10,jer.44.30
Egypt@Gen.12.10,jer.46.2
Egypt@Gen.12.10,jer.46.2
Egypt@Gen.12.10,jer.46.8
Egypt@Gen.12.10,jer.46.11
Egypt@Gen.12.10,jer.46.13
Egypt@Gen.12.10,jer.46.14
Egypt@Gen.12.10,jer.46.17
Egypt@Gen.12.10,jer.46.19
Egypt@Gen.12.10,jer.46.20
Egypt@Gen.12.10,jer.46.24
Egypt@Gen.12.10,jer.46.25
Egypt@Gen.12.10,lam.5.6
Egypt@Gen.12.10,ezk.16.26
Egypt@Gen.12.10,ezk.17.15
Egypt@Gen.12.10,ezk.19.4
Egypt@Gen.12.10,ezk.20.5
Egypt@Gen.12.10,ezk.20.6
Egypt@Gen.12.10,ezk.20.7
Egypt@Gen.12.10,ezk.20.8
Egypt@Gen.12.10,ezk.20.8
Egypt@Gen.12.10,ezk.20.9
Egypt@Gen.12.10,ezk.20.10
Egypt@Gen.12.10,ezk.20.36
Egypt@Gen.12.10,ezk.23.3
Egypt@Gen.12.10,ezk.23.8
Egypt@Gen.12.10,ezk.23.19
Egypt@Gen.12.10,ezk.23.27
Egypt@Gen.12.10,ezk.23.27
Egypt@Gen.12.10,ezk.27.7
Egypt@Gen.12.10,ezk.29.2
Egypt@Gen.12.10,ezk.29.2
Egypt@Gen.12.10,ezk.29.3
Egypt@Gen.12.10,ezk.29.6
Egypt@Gen.12.10,ezk.29.9
Egypt@Gen.12.10,ezk.29.10
Egypt@Gen.12.10,ezk.29.12
Egypt@Gen.12.10,ezk.29.14
Egypt@Gen.12.10,ezk.29.19
Egypt@Gen.12.10,ezk.29.20
Egypt@Gen.12.10,ezk.30.4
Egypt@Gen.12.10,ezk.30.4
Egypt@Gen.12.10,ezk.30.6
Egypt@Gen.12.10,ezk.30.8
Egypt@Gen.12.10,ezk.30.9
Egypt@Gen.12.10,ezk.30.10
Egypt@Gen.12.10,ezk.30.11
Egypt@Gen.12.10,ezk.30.13
Egypt@Gen.12.10,ezk.30.13
Egypt@Gen.12.10,ezk.30.15
Egypt@Gen.12.10,ezk.30.16
Egypt@Gen.12.10,ezk.30.18
Egypt@Gen.12.10,ezk.30.19
Egypt@Gen.12.10,ezk.30.21
Egypt@Gen.12.10,ezk.30.22
Egypt@Gen.12.10,ezk.30.25
Egypt@Gen.12.10,ezk.31.2
Egypt@Gen.12.10,ezk.32.2
Egypt@Gen.12.10,ezk.32.12
Egypt@Gen.12.10,ezk.32.15
Egypt@Gen.12.10,ezk.32.16
Egypt@Gen.12.10,ezk.32.18
Egypt@Gen.12.10,dan.9.15
Egypt@Gen.12.10,dan.11.8
Egypt@Gen.12.10,dan.11.42
Egypt@Gen.12.10,dan.11.43
Egypt@Gen.12.10,hos.2.15
Egypt@Gen.12.10,hos.7.11
Egypt@Gen.12.10,hos.7.16
Egypt@Gen.12.10,hos.8.13
Egypt@Gen.12.10,hos.9.3
Egypt@Gen.12.10,hos.9.6
Egypt@Gen.12.10,hos.11.1
Egypt@Gen.12.10,hos.11.5
Egypt@Gen.12.10,hos.11.11
Egypt@Gen.12.10,hos.12.1
Egypt@Gen.12.10,hos.12.9
Egypt@Gen.12.10,hos.12.13
Egypt@Gen.12.10,hos.13.4
Egypt@Gen.12.10,jol.3.19
Egypt@Gen.12.10,amo.2.10
Egypt@Gen.12.10,amo.3.1
Egypt@Gen.12.10,amo.3.9
Egypt@Gen.12.10,amo.4.10
Egypt@Gen.12.10,amo.8.8
Egypt@Gen.12.10,amo.9.5
Egypt@Gen.12.10,amo.9.7
Egypt@Gen.12.10,mic.6.4
Egypt@Gen.12.10,mic.7.15
Egypt@Gen.12.10,nam.3.9
Egypt@Gen.12.10,hag.2.5
Egypt@Gen.12.10,zec.10.10
Egypt@Gen.12.10,zec.10.11
Egypt@Gen.12.10,zec.14.18
Egypt@Gen.12.10,zec.14.19
Egypt@Gen.12.10,gen.41.56
Egypt@Gen.12.10,gen.50.11
Egypt@Gen.12.10,exo.3.8
Egypt@Gen.12.10,exo.6.5
Egypt@Gen.12.10,exo.6.6
Egypt@Gen.12.10,exo.6.7
Egypt@Gen.12.10,exo.7.5
Egypt@Gen.12.10,exo.7.21
Egypt@Gen.12.10,exo.8.26
Egypt@Gen.12.10,exo.8.26
Egypt@Gen.12.10,exo.10.2
Egypt@Gen.12.10,exo.11.3
Egypt@Gen.12.10,exo.12.23
Egypt@Gen.12.10,exo.12.27
Egypt@Gen.12.10,exo.12.30
Egypt@Gen.12.10,exo.12.33
Egypt@Gen.12.10,exo.12.35
Egypt@Gen.12.10,exo.12.36
Egypt@Gen.12.10,exo.12.36
Egypt@Gen.12.10,exo.14.25
Egypt@Gen.12.10,exo.14.25
Egypt@Gen.12.10,exo.14.26
Egypt@Gen.12.10,exo.14.27
Egypt@Gen.12.10,exo.14.27
Egypt@Gen.12.10,exo.14.30
Egypt@Gen.12.10,exo.14.30
Egypt@Gen.12.10,exo.14.31
Egypt@Gen.12.10,exo.15.26
Egypt@Gen.12.10,exo.18.8
Egypt@Gen.12.10,exo.18.9
Egypt@Gen.12.10,exo.18.10
Egypt@Gen.12.10,exo.18.10
Egypt@Gen.12.10,exo.19.4
Egypt@Gen.12.10,jdg.10.11
Egypt@Gen.12.10,1sa.4.8
Egypt@Gen.12.10,1sa.10.18
Egypt@Gen.12.10,pro.7.16
Egypt@Gen.12.10,isa.10.24
Egypt@Gen.12.10,isa.19.1
Egypt@Gen.12.10,isa.19.2
Egypt@Gen.12.10,isa.19.2
Egypt@Gen.12.10,isa.19.3
Egypt@Gen.12.10,isa.19.4
Egypt@Gen.12.10,isa.19.16
Egypt@Gen.12.10,isa.19.17
Egypt@Gen.12.10,isa.19.21
Egypt@Gen.12.10,isa.19.21
Egypt@Gen.12.10,isa.19.23
Egypt@Gen.12.10,isa.20.4
Egypt@Gen.12.10,isa.31.3
Egypt@Gen.12.10,ezk.23.21
Egypt@Gen.12.10,ezk.29.12
Egypt@Gen.12.10,ezk.29.13
Egypt@Gen.12.10,ezk.30.23
Egypt@Gen.12.10,ezk.30.26
Egypt@Gen.12.10,2ki.19.24
Egypt@Gen.12.10,isa.19.6
Egypt@Gen.12.10,isa.37.25
Egypt@Gen.12.10,mic.7.12
Egypt@Gen.12.10,mic.7.12
Egypt@Gen.12.10,neh.9.17
Egypt@Gen.12.10,psa.87.4
Egypt@Gen.12.10,isa.30.7
Egypt@Gen.12.10,gen.12.12
Egypt@Gen.12.10,gen.12.14
Egypt@Gen.12.10,gen.16.1
Egypt@Gen.12.10,gen.16.3
Egypt@Gen.12.10,gen.21.9
Egypt@Gen.12.10,gen.25.12
Egypt@Gen.12.10,gen.39.1
Egypt@Gen.12.10,gen.39.2
Egypt@Gen.12.10,gen.39.5
Egypt@Gen.12.10,gen.41.55
Egypt@Gen.12.10,gen.43.32
Egypt@Gen.12.10,gen.43.32
Egypt@Gen.12.10,gen.43.32
Egypt@Gen.12.10,gen.45.2
Egypt@Gen.12.10,gen.46.34
