bcv_id,book_id,old_or_new,chapter,verse
gen.1.1,gen,old,1,1
gen.1.2,gen,old,1,2
gen.1.3,gen,old,1,3
gen.1.4,gen,old,1,4
gen.1.5,gen,old,1,5
gen.1.6,gen,old,1,6
gen.1.7,gen,old,1,7
gen.1.8,gen,old,1,8
gen.1.9,gen,old,1,9
gen.1.10,gen,old,1,10
gen.1.11,gen,old,1,11
gen.1.12,gen,old,1,12
gen.1.13,gen,old,1,13
gen.1.14,gen,old,1,14
gen.1.15,gen,old,1,15
gen.1.16,gen,old,1,16
gen.1.17,gen,old,1,17
gen.1.18,gen,old,1,18
gen.1.19,gen,old,1,19
gen.1.20,gen,old,1,20
gen.1.21,gen,old,1,21
gen.1.22,gen,old,1,22
gen.1.23,gen,old,1,23
gen.1.24,gen,old,1,24
gen.1.25,gen,old,1,25
gen.1.26,gen,old,1,26
gen.1.27,gen,old,1,27
gen.1.28,gen,old,1,28
gen.1.29,gen,old,1,29
gen.1.30,gen,old,1,30
gen.1.31,gen,old,1,31
gen.2.1,gen,old,2,1
gen.2.2,gen,old,2,2
gen.2.3,gen,old,2,3
gen.2.4,gen,old,2,4
gen.2.5,gen,old,2,5
gen.2.6,gen,old,2,6
gen.2.7,gen,old,2,7
gen.2.8,gen,old,2,8
gen.2.9,gen,old,2,9
gen.2.10,gen,old,2,10
gen.2.11,gen,old,2,11
gen.2.12,gen,old,2,12
gen.2.13,gen,old,2,13
gen.2.14,gen,old,2,14
gen.2.15,gen,old,2,15
gen.2.16,gen,old,2,16
gen.2.17,gen,old,2,17
gen.2.18,gen,old,2,18
gen.2.19,gen,old,2,19
gen.2.20,gen,old,2,20
gen.2.21,gen,old,2,21
gen.2.22,gen,old,2,22
gen.2.23,gen,old,2,23
gen.2.24,gen,old,2,24
gen.2.25,gen,old,2,25
gen.3.1,gen,old,3,1
gen.3.2,gen,old,3,2
gen.3.3,gen,old,3,3
gen.3.4,gen,old,3,4
gen.3.5,gen,old,3,5
gen.3.6,gen,old,3,6
gen.3.7,gen,old,3,7
gen.3.8,gen,old,3,8
gen.3.9,gen,old,3,9
gen.3.10,gen,old,3,10
gen.3.11,gen,old,3,11
gen.3.12,gen,old,3,12
gen.3.13,gen,old,3,13
gen.3.14,gen,old,3,14
gen.3.15,gen,old,3,15
gen.3.16,gen,old,3,16
gen.3.17,gen,old,3,17
gen.3.18,gen,old,3,18
gen.3.19,gen,old,3,19
gen.3.20,gen,old,3,20
gen.3.21,gen,old,3,21
gen.3.22,gen,old,3,22
gen.3.23,gen,old,3,23
gen.3.24,gen,old,3,24
gen.4.1,gen,old,4,1
gen.4.2,gen,old,4,2
gen.4.3,gen,old,4,3
gen.4.4,gen,old,4,4
gen.4.5,gen,old,4,5
gen.4.6,gen,old,4,6
gen.4.7,gen,old,4,7
gen.4.8,gen,old,4,8
gen.4.9,gen,old,4,9
gen.4.10,gen,old,4,10
gen.4.11,gen,old,4,11
gen.4.12,gen,old,4,12
gen.4.13,gen,old,4,13
gen.4.14,gen,old,4,14
gen.4.15,gen,old,4,15
gen.4.16,gen,old,4,16
gen.4.17,gen,old,4,17
gen.4.18,gen,old,4,18
gen.4.19,gen,old,4,19
gen.4.20,gen,old,4,20
gen.4.21,gen,old,4,21
gen.4.22,gen,old,4,22
gen.4.23,gen,old,4,23
gen.4.24,gen,old,4,24
gen.4.25,gen,old,4,25
gen.4.26,gen,old,4,26
gen.5.1,gen,old,5,1
gen.5.2,gen,old,5,2
gen.5.3,gen,old,5,3
gen.5.4,gen,old,5,4
gen.5.5,gen,old,5,5
gen.5.6,gen,old,5,6
gen.5.7,gen,old,5,7
gen.5.8,gen,old,5,8
gen.5.9,gen,old,5,9
gen.5.10,gen,old,5,10
gen.5.11,gen,old,5,11
gen.5.12,gen,old,5,12
gen.5.13,gen,old,5,13
gen.5.14,gen,old,5,14
gen.5.15,gen,old,5,15
gen.5.16,gen,old,5,16
gen.5.17,gen,old,5,17
gen.5.18,gen,old,5,18
gen.5.19,gen,old,5,19
gen.5.20,gen,old,5,20
gen.5.21,gen,old,5,21
gen.5.22,gen,old,5,22
gen.5.23,gen,old,5,23
gen.5.24,gen,old,5,24
gen.5.25,gen,old,5,25
gen.5.26,gen,old,5,26
gen.5.27,gen,old,5,27
gen.5.28,gen,old,5,28
gen.5.29,gen,old,5,29
gen.5.30,gen,old,5,30
gen.5.31,gen,old,5,31
gen.5.32,gen,old,5,32
gen.6.1,gen,old,6,1
gen.6.2,gen,old,6,2
gen.6.3,gen,old,6,3
gen.6.4,gen,old,6,4
gen.6.5,gen,old,6,5
gen.6.6,gen,old,6,6
gen.6.7,gen,old,6,7
gen.6.8,gen,old,6,8
gen.6.9,gen,old,6,9
gen.6.10,gen,old,6,10
gen.6.11,gen,old,6,11
gen.6.12,gen,old,6,12
gen.6.13,gen,old,6,13
gen.6.14,gen,old,6,14
gen.6.15,gen,old,6,15
gen.6.16,gen,old,6,16
gen.6.17,gen,old,6,17
gen.6.18,gen,old,6,18
gen.6.19,gen,old,6,19
gen.6.20,gen,old,6,20
gen.6.21,gen,old,6,21
gen.6.22,gen,old,6,22
gen.7.1,gen,old,7,1
gen.7.2,gen,old,7,2
gen.7.3,gen,old,7,3
gen.7.4,gen,old,7,4
gen.7.5,gen,old,7,5
gen.7.6,gen,old,7,6
gen.7.7,gen,old,7,7
gen.7.8,gen,old,7,8
gen.7.9,gen,old,7,9
gen.7.10,gen,old,7,10
gen.7.11,gen,old,7,11
gen.7.12,gen,old,7,12
gen.7.13,gen,old,7,13
gen.7.14,gen,old,7,14
gen.7.15,gen,old,7,15
gen.7.16,gen,old,7,16
gen.7.17,gen,old,7,17
gen.7.18,gen,old,7,18
gen.7.19,gen,old,7,19
gen.7.20,gen,old,7,20
gen.7.21,gen,old,7,21
gen.7.22,gen,old,7,22
gen.7.23,gen,old,7,23
gen.7.24,gen,old,7,24
gen.8.1,gen,old,8,1
gen.8.2,gen,old,8,2
gen.8.3,gen,old,8,3
gen.8.4,gen,old,8,4
gen.8.5,gen,old,8,5
gen.8.6,gen,old,8,6
gen.8.7,gen,old,8,7
gen.8.8,gen,old,8,8
gen.8.9,gen,old,8,9
gen.8.10,gen,old,8,10
gen.8.11,gen,old,8,11
gen.8.12,gen,old,8,12
gen.8.13,gen,old,8,13
gen.8.14,gen,old,8,14
gen.8.15,gen,old,8,15
gen.8.16,gen,old,8,16
gen.8.17,gen,old,8,17
gen.8.18,gen,old,8,18
gen.8.19,gen,old,8,19
gen.8.20,gen,old,8,20
gen.8.21,gen,old,8,21
gen.8.22,gen,old,8,22
gen.9.1,gen,old,9,1
gen.9.2,gen,old,9,2
gen.9.3,gen,old,9,3
gen.9.4,gen,old,9,4
gen.9.5,gen,old,9,5
gen.9.6,gen,old,9,6
gen.9.7,gen,old,9,7
gen.9.8,gen,old,9,8
gen.9.9,gen,old,9,9
gen.9.10,gen,old,9,10
gen.9.11,gen,old,9,11
gen.9.12,gen,old,9,12
gen.9.13,gen,old,9,13
gen.9.14,gen,old,9,14
gen.9.15,gen,old,9,15
gen.9.16,gen,old,9,16
gen.9.17,gen,old,9,17
gen.9.18,gen,old,9,18
gen.9.19,gen,old,9,19
gen.9.20,gen,old,9,20
gen.9.21,gen,old,9,21
gen.9.22,gen,old,9,22
gen.9.23,gen,old,9,23
gen.9.24,gen,old,9,24
gen.9.25,gen,old,9,25
gen.9.26,gen,old,9,26
gen.9.27,gen,old,9,27
gen.9.28,gen,old,9,28
gen.9.29,gen,old,9,29
gen.10.1,gen,old,10,1
gen.10.2,gen,old,10,2
gen.10.3,gen,old,10,3
gen.10.4,gen,old,10,4
gen.10.5,gen,old,10,5
gen.10.6,gen,old,10,6
gen.10.7,gen,old,10,7
gen.10.8,gen,old,10,8
gen.10.9,gen,old,10,9
gen.10.10,gen,old,10,10
gen.10.11,gen,old,10,11
gen.10.12,gen,old,10,12
gen.10.13,gen,old,10,13
gen.10.14,gen,old,10,14
gen.10.15,gen,old,10,15
gen.10.16,gen,old,10,16
gen.10.17,gen,old,10,17
gen.10.18,gen,old,10,18
gen.10.19,gen,old,10,19
gen.10.20,gen,old,10,20
gen.10.21,gen,old,10,21
gen.10.22,gen,old,10,22
gen.10.23,gen,old,10,23
gen.10.24,gen,old,10,24
gen.10.25,gen,old,10,25
gen.10.26,gen,old,10,26
gen.10.27,gen,old,10,27
gen.10.28,gen,old,10,28
gen.10.29,gen,old,10,29
gen.10.30,gen,old,10,30
gen.10.31,gen,old,10,31
gen.10.32,gen,old,10,32
gen.11.1,gen,old,11,1
gen.11.2,gen,old,11,2
gen.11.3,gen,old,11,3
gen.11.4,gen,old,11,4
gen.11.5,gen,old,11,5
gen.11.6,gen,old,11,6
gen.11.7,gen,old,11,7
gen.11.8,gen,old,11,8
gen.11.9,gen,old,11,9
gen.11.10,gen,old,11,10
gen.11.11,gen,old,11,11
gen.11.12,gen,old,11,12
gen.11.13,gen,old,11,13
gen.11.14,gen,old,11,14
gen.11.15,gen,old,11,15
gen.11.16,gen,old,11,16
gen.11.17,gen,old,11,17
gen.11.18,gen,old,11,18
gen.11.19,gen,old,11,19
gen.11.20,gen,old,11,20
gen.11.21,gen,old,11,21
gen.11.22,gen,old,11,22
gen.11.23,gen,old,11,23
gen.11.24,gen,old,11,24
gen.11.25,gen,old,11,25
gen.11.26,gen,old,11,26
gen.11.27,gen,old,11,27
gen.11.28,gen,old,11,28
gen.11.29,gen,old,11,29
gen.11.30,gen,old,11,30
gen.11.31,gen,old,11,31
gen.11.32,gen,old,11,32
gen.12.1,gen,old,12,1
gen.12.2,gen,old,12,2
gen.12.3,gen,old,12,3
gen.12.4,gen,old,12,4
gen.12.5,gen,old,12,5
gen.12.6,gen,old,12,6
gen.12.7,gen,old,12,7
gen.12.8,gen,old,12,8
gen.12.9,gen,old,12,9
gen.12.10,gen,old,12,10
gen.12.11,gen,old,12,11
gen.12.12,gen,old,12,12
gen.12.13,gen,old,12,13
gen.12.14,gen,old,12,14
gen.12.15,gen,old,12,15
gen.12.16,gen,old,12,16
gen.12.17,gen,old,12,17
gen.12.18,gen,old,12,18
gen.12.19,gen,old,12,19
gen.12.20,gen,old,12,20
gen.13.1,gen,old,13,1
gen.13.2,gen,old,13,2
gen.13.3,gen,old,13,3
gen.13.4,gen,old,13,4
gen.13.5,gen,old,13,5
gen.13.6,gen,old,13,6
gen.13.7,gen,old,13,7
gen.13.8,gen,old,13,8
gen.13.9,gen,old,13,9
gen.13.10,gen,old,13,10
gen.13.11,gen,old,13,11
gen.13.12,gen,old,13,12
gen.13.13,gen,old,13,13
gen.13.14,gen,old,13,14
gen.13.15,gen,old,13,15
gen.13.16,gen,old,13,16
gen.13.17,gen,old,13,17
gen.13.18,gen,old,13,18
gen.14.1,gen,old,14,1
gen.14.2,gen,old,14,2
gen.14.3,gen,old,14,3
gen.14.4,gen,old,14,4
gen.14.5,gen,old,14,5
gen.14.6,gen,old,14,6
gen.14.7,gen,old,14,7
gen.14.8,gen,old,14,8
gen.14.9,gen,old,14,9
gen.14.10,gen,old,14,10
gen.14.11,gen,old,14,11
gen.14.12,gen,old,14,12
gen.14.13,gen,old,14,13
gen.14.14,gen,old,14,14
gen.14.15,gen,old,14,15
gen.14.16,gen,old,14,16
gen.14.17,gen,old,14,17
gen.14.18,gen,old,14,18
gen.14.19,gen,old,14,19
gen.14.20,gen,old,14,20
gen.14.21,gen,old,14,21
gen.14.22,gen,old,14,22
gen.14.23,gen,old,14,23
gen.14.24,gen,old,14,24
gen.15.1,gen,old,15,1
gen.15.2,gen,old,15,2
gen.15.3,gen,old,15,3
gen.15.4,gen,old,15,4
gen.15.5,gen,old,15,5
gen.15.6,gen,old,15,6
gen.15.7,gen,old,15,7
gen.15.8,gen,old,15,8
gen.15.9,gen,old,15,9
gen.15.10,gen,old,15,10
gen.15.11,gen,old,15,11
gen.15.12,gen,old,15,12
gen.15.13,gen,old,15,13
gen.15.14,gen,old,15,14
gen.15.15,gen,old,15,15
gen.15.16,gen,old,15,16
gen.15.17,gen,old,15,17
gen.15.18,gen,old,15,18
gen.15.19,gen,old,15,19
gen.15.20,gen,old,15,20
gen.15.21,gen,old,15,21
gen.16.1,gen,old,16,1
gen.16.2,gen,old,16,2
gen.16.3,gen,old,16,3
gen.16.4,gen,old,16,4
gen.16.5,gen,old,16,5
gen.16.6,gen,old,16,6
gen.16.7,gen,old,16,7
gen.16.8,gen,old,16,8
gen.16.9,gen,old,16,9
gen.16.10,gen,old,16,10
gen.16.11,gen,old,16,11
gen.16.12,gen,old,16,12
gen.16.13,gen,old,16,13
gen.16.14,gen,old,16,14
gen.16.15,gen,old,16,15
gen.16.16,gen,old,16,16
gen.17.1,gen,old,17,1
gen.17.2,gen,old,17,2
gen.17.3,gen,old,17,3
gen.17.4,gen,old,17,4
gen.17.5,gen,old,17,5
gen.17.6,gen,old,17,6
gen.17.7,gen,old,17,7
gen.17.8,gen,old,17,8
gen.17.9,gen,old,17,9
gen.17.10,gen,old,17,10
gen.17.11,gen,old,17,11
gen.17.12,gen,old,17,12
gen.17.13,gen,old,17,13
gen.17.14,gen,old,17,14
gen.17.15,gen,old,17,15
gen.17.16,gen,old,17,16
gen.17.17,gen,old,17,17
gen.17.18,gen,old,17,18
gen.17.19,gen,old,17,19
gen.17.20,gen,old,17,20
gen.17.21,gen,old,17,21
gen.17.22,gen,old,17,22
gen.17.23,gen,old,17,23
gen.17.24,gen,old,17,24
gen.17.25,gen,old,17,25
gen.17.26,gen,old,17,26
gen.17.27,gen,old,17,27
gen.18.1,gen,old,18,1
gen.18.2,gen,old,18,2
gen.18.3,gen,old,18,3
gen.18.4,gen,old,18,4
gen.18.5,gen,old,18,5
gen.18.6,gen,old,18,6
gen.18.7,gen,old,18,7
gen.18.8,gen,old,18,8
gen.18.9,gen,old,18,9
gen.18.10,gen,old,18,10
gen.18.11,gen,old,18,11
gen.18.12,gen,old,18,12
gen.18.13,gen,old,18,13
gen.18.14,gen,old,18,14
gen.18.15,gen,old,18,15
gen.18.16,gen,old,18,16
gen.18.17,gen,old,18,17
gen.18.18,gen,old,18,18
gen.18.19,gen,old,18,19
gen.18.20,gen,old,18,20
gen.18.21,gen,old,18,21
gen.18.22,gen,old,18,22
gen.18.23,gen,old,18,23
gen.18.24,gen,old,18,24
gen.18.25,gen,old,18,25
gen.18.26,gen,old,18,26
gen.18.27,gen,old,18,27
gen.18.28,gen,old,18,28
gen.18.29,gen,old,18,29
gen.18.30,gen,old,18,30
gen.18.31,gen,old,18,31
gen.18.32,gen,old,18,32
gen.18.33,gen,old,18,33
gen.19.1,gen,old,19,1
gen.19.2,gen,old,19,2
gen.19.3,gen,old,19,3
gen.19.4,gen,old,19,4
gen.19.5,gen,old,19,5
gen.19.6,gen,old,19,6
gen.19.7,gen,old,19,7
gen.19.8,gen,old,19,8
gen.19.9,gen,old,19,9
gen.19.10,gen,old,19,10
gen.19.11,gen,old,19,11
gen.19.12,gen,old,19,12
gen.19.13,gen,old,19,13
gen.19.14,gen,old,19,14
gen.19.15,gen,old,19,15
gen.19.16,gen,old,19,16
gen.19.17,gen,old,19,17
gen.19.18,gen,old,19,18
gen.19.19,gen,old,19,19
gen.19.20,gen,old,19,20
gen.19.21,gen,old,19,21
gen.19.22,gen,old,19,22
gen.19.23,gen,old,19,23
gen.19.24,gen,old,19,24
gen.19.25,gen,old,19,25
gen.19.26,gen,old,19,26
gen.19.27,gen,old,19,27
gen.19.28,gen,old,19,28
gen.19.29,gen,old,19,29
gen.19.30,gen,old,19,30
gen.19.31,gen,old,19,31
gen.19.32,gen,old,19,32
gen.19.33,gen,old,19,33
gen.19.34,gen,old,19,34
gen.19.35,gen,old,19,35
gen.19.36,gen,old,19,36
gen.19.37,gen,old,19,37
gen.19.38,gen,old,19,38
gen.20.1,gen,old,20,1
gen.20.2,gen,old,20,2
gen.20.3,gen,old,20,3
gen.20.4,gen,old,20,4
gen.20.5,gen,old,20,5
gen.20.6,gen,old,20,6
gen.20.7,gen,old,20,7
gen.20.8,gen,old,20,8
gen.20.9,gen,old,20,9
gen.20.10,gen,old,20,10
gen.20.11,gen,old,20,11
gen.20.12,gen,old,20,12
gen.20.13,gen,old,20,13
gen.20.14,gen,old,20,14
gen.20.15,gen,old,20,15
gen.20.16,gen,old,20,16
gen.20.17,gen,old,20,17
gen.20.18,gen,old,20,18
gen.21.1,gen,old,21,1
gen.21.2,gen,old,21,2
gen.21.3,gen,old,21,3
gen.21.4,gen,old,21,4
gen.21.5,gen,old,21,5
gen.21.6,gen,old,21,6
gen.21.7,gen,old,21,7
gen.21.8,gen,old,21,8
gen.21.9,gen,old,21,9
gen.21.10,gen,old,21,10
gen.21.11,gen,old,21,11
gen.21.12,gen,old,21,12
gen.21.13,gen,old,21,13
gen.21.14,gen,old,21,14
gen.21.15,gen,old,21,15
gen.21.16,gen,old,21,16
gen.21.17,gen,old,21,17
gen.21.18,gen,old,21,18
gen.21.19,gen,old,21,19
gen.21.20,gen,old,21,20
gen.21.21,gen,old,21,21
gen.21.22,gen,old,21,22
gen.21.23,gen,old,21,23
gen.21.24,gen,old,21,24
gen.21.25,gen,old,21,25
gen.21.26,gen,old,21,26
gen.21.27,gen,old,21,27
gen.21.28,gen,old,21,28
gen.21.29,gen,old,21,29
gen.21.30,gen,old,21,30
gen.21.31,gen,old,21,31
gen.21.32,gen,old,21,32
gen.21.33,gen,old,21,33
gen.21.34,gen,old,21,34
gen.22.1,gen,old,22,1
gen.22.2,gen,old,22,2
gen.22.3,gen,old,22,3
gen.22.4,gen,old,22,4
gen.22.5,gen,old,22,5
gen.22.6,gen,old,22,6
gen.22.7,gen,old,22,7
gen.22.8,gen,old,22,8
gen.22.9,gen,old,22,9
gen.22.10,gen,old,22,10
gen.22.11,gen,old,22,11
gen.22.12,gen,old,22,12
gen.22.13,gen,old,22,13
gen.22.14,gen,old,22,14
gen.22.15,gen,old,22,15
gen.22.16,gen,old,22,16
gen.22.17,gen,old,22,17
gen.22.18,gen,old,22,18
gen.22.19,gen,old,22,19
gen.22.20,gen,old,22,20
gen.22.21,gen,old,22,21
gen.22.22,gen,old,22,22
gen.22.23,gen,old,22,23
gen.22.24,gen,old,22,24
gen.23.1,gen,old,23,1
gen.23.2,gen,old,23,2
gen.23.3,gen,old,23,3
gen.23.4,gen,old,23,4
gen.23.5,gen,old,23,5
gen.23.6,gen,old,23,6
gen.23.7,gen,old,23,7
gen.23.8,gen,old,23,8
gen.23.9,gen,old,23,9
gen.23.10,gen,old,23,10
gen.23.11,gen,old,23,11
gen.23.12,gen,old,23,12
gen.23.13,gen,old,23,13
gen.23.14,gen,old,23,14
gen.23.15,gen,old,23,15
gen.23.16,gen,old,23,16
gen.23.17,gen,old,23,17
gen.23.18,gen,old,23,18
gen.23.19,gen,old,23,19
gen.23.20,gen,old,23,20
gen.24.1,gen,old,24,1
gen.24.2,gen,old,24,2
gen.24.3,gen,old,24,3
gen.24.4,gen,old,24,4
gen.24.5,gen,old,24,5
gen.24.6,gen,old,24,6
gen.24.7,gen,old,24,7
gen.24.8,gen,old,24,8
gen.24.9,gen,old,24,9
gen.24.10,gen,old,24,10
gen.24.11,gen,old,24,11
gen.24.12,gen,old,24,12
gen.24.13,gen,old,24,13
gen.24.14,gen,old,24,14
gen.24.15,gen,old,24,15
gen.24.16,gen,old,24,16
gen.24.17,gen,old,24,17
gen.24.18,gen,old,24,18
gen.24.19,gen,old,24,19
gen.24.20,gen,old,24,20
gen.24.21,gen,old,24,21
gen.24.22,gen,old,24,22
gen.24.23,gen,old,24,23
gen.24.24,gen,old,24,24
gen.24.25,gen,old,24,25
gen.24.26,gen,old,24,26
gen.24.27,gen,old,24,27
gen.24.28,gen,old,24,28
gen.24.29,gen,old,24,29
gen.24.30,gen,old,24,30
gen.24.31,gen,old,24,31
gen.24.32,gen,old,24,32
gen.24.33,gen,old,24,33
gen.24.34,gen,old,24,34
gen.24.35,gen,old,24,35
gen.24.36,gen,old,24,36
gen.24.37,gen,old,24,37
gen.24.38,gen,old,24,38
gen.24.39,gen,old,24,39
gen.24.40,gen,old,24,40
gen.24.41,gen,old,24,41
gen.24.42,gen,old,24,42
gen.24.43,gen,old,24,43
gen.24.44,gen,old,24,44
gen.24.45,gen,old,24,45
gen.24.46,gen,old,24,46
gen.24.47,gen,old,24,47
gen.24.48,gen,old,24,48
gen.24.49,gen,old,24,49
gen.24.50,gen,old,24,50
gen.24.51,gen,old,24,51
gen.24.52,gen,old,24,52
gen.24.53,gen,old,24,53
gen.24.54,gen,old,24,54
gen.24.55,gen,old,24,55
gen.24.56,gen,old,24,56
gen.24.57,gen,old,24,57
gen.24.58,gen,old,24,58
gen.24.59,gen,old,24,59
gen.24.60,gen,old,24,60
gen.24.61,gen,old,24,61
gen.24.62,gen,old,24,62
gen.24.63,gen,old,24,63
gen.24.64,gen,old,24,64
gen.24.65,gen,old,24,65
gen.24.66,gen,old,24,66
gen.24.67,gen,old,24,67
gen.25.1,gen,old,25,1
gen.25.2,gen,old,25,2
gen.25.3,gen,old,25,3
gen.25.4,gen,old,25,4
gen.25.5,gen,old,25,5
gen.25.6,gen,old,25,6
gen.25.7,gen,old,25,7
gen.25.8,gen,old,25,8
gen.25.9,gen,old,25,9
gen.25.10,gen,old,25,10
gen.25.11,gen,old,25,11
gen.25.12,gen,old,25,12
gen.25.13,gen,old,25,13
gen.25.14,gen,old,25,14
gen.25.15,gen,old,25,15
gen.25.16,gen,old,25,16
gen.25.17,gen,old,25,17
gen.25.18,gen,old,25,18
gen.25.19,gen,old,25,19
gen.25.20,gen,old,25,20
gen.25.21,gen,old,25,21
gen.25.22,gen,old,25,22
gen.25.23,gen,old,25,23
gen.25.24,gen,old,25,24
gen.25.25,gen,old,25,25
gen.25.26,gen,old,25,26
gen.25.27,gen,old,25,27
gen.25.28,gen,old,25,28
gen.25.29,gen,old,25,29
gen.25.30,gen,old,25,30
gen.25.31,gen,old,25,31
gen.25.32,gen,old,25,32
gen.25.33,gen,old,25,33
gen.25.34,gen,old,25,34
gen.26.1,gen,old,26,1
gen.26.2,gen,old,26,2
gen.26.3,gen,old,26,3
gen.26.4,gen,old,26,4
gen.26.5,gen,old,26,5
gen.26.6,gen,old,26,6
gen.26.7,gen,old,26,7
gen.26.8,gen,old,26,8
gen.26.9,gen,old,26,9
gen.26.10,gen,old,26,10
gen.26.11,gen,old,26,11
gen.26.12,gen,old,26,12
gen.26.13,gen,old,26,13
gen.26.14,gen,old,26,14
gen.26.15,gen,old,26,15
gen.26.16,gen,old,26,16
gen.26.17,gen,old,26,17
gen.26.18,gen,old,26,18
gen.26.19,gen,old,26,19
gen.26.20,gen,old,26,20
gen.26.21,gen,old,26,21
gen.26.22,gen,old,26,22
gen.26.23,gen,old,26,23
gen.26.24,gen,old,26,24
gen.26.25,gen,old,26,25
gen.26.26,gen,old,26,26
gen.26.27,gen,old,26,27
gen.26.28,gen,old,26,28
gen.26.29,gen,old,26,29
gen.26.30,gen,old,26,30
gen.26.31,gen,old,26,31
gen.26.32,gen,old,26,32
gen.26.33,gen,old,26,33
gen.26.34,gen,old,26,34
gen.26.35,gen,old,26,35
gen.27.1,gen,old,27,1
gen.27.2,gen,old,27,2
gen.27.3,gen,old,27,3
gen.27.4,gen,old,27,4
gen.27.5,gen,old,27,5
gen.27.6,gen,old,27,6
gen.27.7,gen,old,27,7
gen.27.8,gen,old,27,8
gen.27.9,gen,old,27,9
gen.27.10,gen,old,27,10
gen.27.11,gen,old,27,11
gen.27.12,gen,old,27,12
gen.27.13,gen,old,27,13
gen.27.14,gen,old,27,14
gen.27.15,gen,old,27,15
gen.27.16,gen,old,27,16
gen.27.17,gen,old,27,17
gen.27.18,gen,old,27,18
gen.27.19,gen,old,27,19
gen.27.20,gen,old,27,20
gen.27.21,gen,old,27,21
gen.27.22,gen,old,27,22
gen.27.23,gen,old,27,23
gen.27.24,gen,old,27,24
gen.27.25,gen,old,27,25
gen.27.26,gen,old,27,26
gen.27.27,gen,old,27,27
gen.27.28,gen,old,27,28
gen.27.29,gen,old,27,29
gen.27.30,gen,old,27,30
gen.27.31,gen,old,27,31
gen.27.32,gen,old,27,32
gen.27.33,gen,old,27,33
gen.27.34,gen,old,27,34
gen.27.35,gen,old,27,35
gen.27.36,gen,old,27,36
gen.27.37,gen,old,27,37
gen.27.38,gen,old,27,38
gen.27.39,gen,old,27,39
gen.27.40,gen,old,27,40
gen.27.41,gen,old,27,41
gen.27.42,gen,old,27,42
gen.27.43,gen,old,27,43
gen.27.44,gen,old,27,44
gen.27.45,gen,old,27,45
gen.27.46,gen,old,27,46
gen.28.1,gen,old,28,1
gen.28.2,gen,old,28,2
gen.28.3,gen,old,28,3
gen.28.4,gen,old,28,4
gen.28.5,gen,old,28,5
gen.28.6,gen,old,28,6
gen.28.7,gen,old,28,7
gen.28.8,gen,old,28,8
gen.28.9,gen,old,28,9
gen.28.10,gen,old,28,10
gen.28.11,gen,old,28,11
gen.28.12,gen,old,28,12
gen.28.13,gen,old,28,13
gen.28.14,gen,old,28,14
gen.28.15,gen,old,28,15
gen.28.16,gen,old,28,16
gen.28.17,gen,old,28,17
gen.28.18,gen,old,28,18
gen.28.19,gen,old,28,19
gen.28.20,gen,old,28,20
gen.28.21,gen,old,28,21
gen.28.22,gen,old,28,22
gen.29.1,gen,old,29,1
gen.29.2,gen,old,29,2
gen.29.3,gen,old,29,3
gen.29.4,gen,old,29,4
gen.29.5,gen,old,29,5
gen.29.6,gen,old,29,6
gen.29.7,gen,old,29,7
gen.29.8,gen,old,29,8
gen.29.9,gen,old,29,9
gen.29.10,gen,old,29,10
gen.29.11,gen,old,29,11
gen.29.12,gen,old,29,12
gen.29.13,gen,old,29,13
gen.29.14,gen,old,29,14
gen.29.15,gen,old,29,15
gen.29.16,gen,old,29,16
gen.29.17,gen,old,29,17
gen.29.18,gen,old,29,18
gen.29.19,gen,old,29,19
gen.29.20,gen,old,29,20
gen.29.21,gen,old,29,21
gen.29.22,gen,old,29,22
gen.29.23,gen,old,29,23
gen.29.24,gen,old,29,24
gen.29.25,gen,old,29,25
gen.29.26,gen,old,29,26
gen.29.27,gen,old,29,27
gen.29.28,gen,old,29,28
gen.29.29,gen,old,29,29
gen.29.30,gen,old,29,30
gen.29.31,gen,old,29,31
gen.29.32,gen,old,29,32
gen.29.33,gen,old,29,33
gen.29.34,gen,old,29,34
gen.29.35,gen,old,29,35
gen.30.1,gen,old,30,1
gen.30.2,gen,old,30,2
gen.30.3,gen,old,30,3
gen.30.4,gen,old,30,4
gen.30.5,gen,old,30,5
gen.30.6,gen,old,30,6
gen.30.7,gen,old,30,7
gen.30.8,gen,old,30,8
gen.30.9,gen,old,30,9
gen.30.10,gen,old,30,10
gen.30.11,gen,old,30,11
gen.30.12,gen,old,30,12
gen.30.13,gen,old,30,13
gen.30.14,gen,old,30,14
gen.30.15,gen,old,30,15
gen.30.16,gen,old,30,16
gen.30.17,gen,old,30,17
gen.30.18,gen,old,30,18
gen.30.19,gen,old,30,19
gen.30.20,gen,old,30,20
gen.30.21,gen,old,30,21
gen.30.22,gen,old,30,22
gen.30.23,gen,old,30,23
gen.30.24,gen,old,30,24
gen.30.25,gen,old,30,25
gen.30.26,gen,old,30,26
gen.30.27,gen,old,30,27
gen.30.28,gen,old,30,28
gen.30.29,gen,old,30,29
gen.30.30,gen,old,30,30
gen.30.31,gen,old,30,31
gen.30.32,gen,old,30,32
gen.30.33,gen,old,30,33
gen.30.34,gen,old,30,34
gen.30.35,gen,old,30,35
gen.30.36,gen,old,30,36
gen.30.37,gen,old,30,37
gen.30.38,gen,old,30,38
gen.30.39,gen,old,30,39
gen.30.40,gen,old,30,40
gen.30.41,gen,old,30,41
gen.30.42,gen,old,30,42
