bcv_id,book_id,old_or_new,chapter,verse
job.19.2,job,old,19,2
job.19.3,job,old,19,3
job.19.4,job,old,19,4
job.19.5,job,old,19,5
job.19.6,job,old,19,6
job.19.7,job,old,19,7
job.19.8,job,old,19,8
job.19.9,job,old,19,9
job.19.10,job,old,19,10
job.19.11,job,old,19,11
job.19.12,job,old,19,12
job.19.13,job,old,19,13
job.19.14,job,old,19,14
job.19.15,job,old,19,15
job.19.16,job,old,19,16
job.19.17,job,old,19,17
job.19.18,job,old,19,18
job.19.19,job,old,19,19
job.19.20,job,old,19,20
job.19.21,job,old,19,21
job.19.22,job,old,19,22
job.19.23,job,old,19,23
job.19.24,job,old,19,24
job.19.25,job,old,19,25
job.19.26,job,old,19,26
job.19.27,job,old,19,27
job.19.28,job,old,19,28
job.19.29,job,old,19,29
job.20.1,job,old,20,1
job.20.2,job,old,20,2
job.20.3,job,old,20,3
job.20.4,job,old,20,4
job.20.5,job,old,20,5
job.20.6,job,old,20,6
job.20.7,job,old,20,7
job.20.8,job,old,20,8
job.20.9,job,old,20,9
job.20.10,job,old,20,10
job.20.11,job,old,20,11
job.20.12,job,old,20,12
job.20.13,job,old,20,13
job.20.14,job,old,20,14
job.20.15,job,old,20,15
job.20.16,job,old,20,16
job.20.17,job,old,20,17
job.20.18,job,old,20,18
job.20.19,job,old,20,19
job.20.20,job,old,20,20
job.20.21,job,old,20,21
job.20.22,job,old,20,22
job.20.23,job,old,20,23
job.20.24,job,old,20,24
job.20.25,job,old,20,25
job.20.26,job,old,20,26
job.20.27,job,old,20,27
job.20.28,job,old,20,28
job.20.29,job,old,20,29
job.21.1,job,old,21,1
job.21.2,job,old,21,2
job.21.3,job,old,21,3
job.21.4,job,old,21,4
job.21.5,job,old,21,5
job.21.6,job,old,21,6
job.21.7,job,old,21,7
job.21.8,job,old,21,8
job.21.9,job,old,21,9
job.21.10,job,old,21,10
job.21.11,job,old,21,11
job.21.12,job,old,21,12
job.21.13,job,old,21,13
job.21.14,job,old,21,14
job.21.15,job,old,21,15
job.21.16,job,old,21,16
job.21.17,job,old,21,17
job.21.18,job,old,21,18
job.21.19,job,old,21,19
job.21.20,job,old,21,20
job.21.21,job,old,21,21
job.21.22,job,old,21,22
job.21.23,job,old,21,23
job.21.24,job,old,21,24
job.21.25,job,old,21,25
job.21.26,job,old,21,26
job.21.27,job,old,21,27
job.21.28,job,old,21,28
job.21.29,job,old,21,29
job.21.30,job,old,21,30
job.21.31,job,old,21,31
job.21.32,job,old,21,32
job.21.33,job,old,21,33
job.21.34,job,old,21,34
job.22.1,job,old,22,1
job.22.2,job,old,22,2
job.22.3,job,old,22,3
job.22.4,job,old,22,4
job.22.5,job,old,22,5
job.22.6,job,old,22,6
job.22.7,job,old,22,7
job.22.8,job,old,22,8
job.22.9,job,old,22,9
job.22.10,job,old,22,10
job.22.11,job,old,22,11
job.22.12,job,old,22,12
job.22.13,job,old,22,13
job.22.14,job,old,22,14
job.22.15,job,old,22,15
job.22.16,job,old,22,16
job.22.17,job,old,22,17
job.22.18,job,old,22,18
job.22.19,job,old,22,19
job.22.20,job,old,22,20
job.22.21,job,old,22,21
job.22.22,job,old,22,22
job.22.23,job,old,22,23
job.22.24,job,old,22,24
job.22.25,job,old,22,25
job.22.26,job,old,22,26
job.22.27,job,old,22,27
job.22.28,job,old,22,28
job.22.29,job,old,22,29
job.22.30,job,old,22,30
job.23.1,job,old,23,1
job.23.2,job,old,23,2
job.23.3,job,old,23,3
job.23.4,job,old,23,4
job.23.5,job,old,23,5
job.23.6,job,old,23,6
job.23.7,job,old,23,7
job.23.8,job,old,23,8
job.23.9,job,old,23,9
job.23.10,job,old,23,10
job.23.11,job,old,23,11
job.23.12,job,old,23,12
job.23.13,job,old,23,13
job.23.14,job,old,23,14
job.23.15,job,old,23,15
job.23.16,job,old,23,16
job.23.17,job,old,23,17
job.24.1,job,old,24,1
job.24.2,job,old,24,2
job.24.3,job,old,24,3
job.24.4,job,old,24,4
job.24.5,job,old,24,5
job.24.6,job,old,24,6
job.24.7,job,old,24,7
job.24.8,job,old,24,8
job.24.9,job,old,24,9
job.24.10,job,old,24,10
job.24.11,job,old,24,11
job.24.12,job,old,24,12
job.24.13,job,old,24,13
job.24.14,job,old,24,14
job.24.15,job,old,24,15
job.24.16,job,old,24,16
job.24.17,job,old,24,17
job.24.18,job,old,24,18
job.24.19,job,old,24,19
job.24.20,job,old,24,20
job.24.21,job,old,24,21
job.24.22,job,old,24,22
job.24.23,job,old,24,23
job.24.24,job,old,24,24
job.24.25,job,old,24,25
job.25.1,job,old,25,1
job.25.2,job,old,25,2
job.25.3,job,old,25,3
job.25.4,job,old,25,4
job.25.5,job,old,25,5
job.25.6,job,old,25,6
job.26.1,job,old,26,1
job.26.2,job,old,26,2
job.26.3,job,old,26,3
job.26.4,job,old,26,4
job.26.5,job,old,26,5
job.26.6,job,old,26,6
job.26.7,job,old,26,7
job.26.8,job,old,26,8
job.26.9,job,old,26,9
job.26.10,job,old,26,10
job.26.11,job,old,26,11
job.26.12,job,old,26,12
job.26.13,job,old,26,13
job.26.14,job,old,26,14
job.27.1,job,old,27,1
job.27.2,job,old,27,2
job.27.3,job,old,27,3
job.27.4,job,old,27,4
job.27.5,job,old,27,5
job.27.6,job,old,27,6
job.27.7,job,old,27,7
job.27.8,job,old,27,8
job.27.9,job,old,27,9
job.27.10,job,old,27,10
job.27.11,job,old,27,11
job.27.12,job,old,27,12
job.27.13,job,old,27,13
job.27.14,job,old,27,14
job.27.15,job,old,27,15
job.27.16,job,old,27,16
job.27.17,job,old,27,17
job.27.18,job,old,27,18
job.27.19,job,old,27,19
job.27.20,job,old,27,20
job.27.21,job,old,27,21
job.27.22,job,old,27,22
job.27.23,job,old,27,23
job.28.1,job,old,28,1
job.28.2,job,old,28,2
job.28.3,job,old,28,3
job.28.4,job,old,28,4
job.28.5,job,old,28,5
job.28.6,job,old,28,6
job.28.7,job,old,28,7
job.28.8,job,old,28,8
job.28.9,job,old,28,9
job.28.10,job,old,28,10
job.28.11,job,old,28,11
job.28.12,job,old,28,12
job.28.13,job,old,28,13
job.28.14,job,old,28,14
job.28.15,job,old,28,15
job.28.16,job,old,28,16
job.28.17,job,old,28,17
job.28.18,job,old,28,18
job.28.19,job,old,28,19
job.28.20,job,old,28,20
job.28.21,job,old,28,21
job.28.22,job,old,28,22
job.28.23,job,old,28,23
job.28.24,job,old,28,24
job.28.25,job,old,28,25
job.28.26,job,old,28,26
job.28.27,job,old,28,27
job.28.28,job,old,28,28
job.29.1,job,old,29,1
job.29.2,job,old,29,2
job.29.3,job,old,29,3
job.29.4,job,old,29,4
job.29.5,job,old,29,5
job.29.6,job,old,29,6
job.29.7,job,old,29,7
job.29.8,job,old,29,8
job.29.9,job,old,29,9
job.29.10,job,old,29,10
job.29.11,job,old,29,11
job.29.12,job,old,29,12
job.29.13,job,old,29,13
job.29.14,job,old,29,14
job.29.15,job,old,29,15
job.29.16,job,old,29,16
job.29.17,job,old,29,17
job.29.18,job,old,29,18
job.29.19,job,old,29,19
job.29.20,job,old,29,20
job.29.21,job,old,29,21
job.29.22,job,old,29,22
job.29.23,job,old,29,23
job.29.24,job,old,29,24
job.29.25,job,old,29,25
job.30.1,job,old,30,1
job.30.2,job,old,30,2
job.30.3,job,old,30,3
job.30.4,job,old,30,4
job.30.5,job,old,30,5
job.30.6,job,old,30,6
job.30.7,job,old,30,7
job.30.8,job,old,30,8
job.30.9,job,old,30,9
job.30.10,job,old,30,10
job.30.11,job,old,30,11
job.30.12,job,old,30,12
job.30.13,job,old,30,13
job.30.14,job,old,30,14
job.30.15,job,old,30,15
job.30.16,job,old,30,16
job.30.17,job,old,30,17
job.30.18,job,old,30,18
job.30.19,job,old,30,19
job.30.20,job,old,30,20
job.30.21,job,old,30,21
job.30.22,job,old,30,22
job.30.23,job,old,30,23
job.30.24,job,old,30,24
job.30.25,job,old,30,25
job.30.26,job,old,30,26
job.30.27,job,old,30,27
job.30.28,job,old,30,28
job.30.29,job,old,30,29
job.30.30,job,old,30,30
job.30.31,job,old,30,31
job.31.1,job,old,31,1
job.31.2,job,old,31,2
job.31.3,job,old,31,3
job.31.4,job,old,31,4
job.31.5,job,old,31,5
job.31.6,job,old,31,6
job.31.7,job,old,31,7
job.31.8,job,old,31,8
job.31.9,job,old,31,9
job.31.10,job,old,31,10
job.31.11,job,old,31,11
job.31.12,job,old,31,12
job.31.13,job,old,31,13
job.31.14,job,old,31,14
job.31.15,job,old,31,15
job.31.16,job,old,31,16
job.31.17,job,old,31,17
job.31.18,job,old,31,18
job.31.19,job,old,31,19
job.31.20,job,old,31,20
job.31.21,job,old,31,21
job.31.22,job,old,31,22
job.31.23,job,old,31,23
job.31.24,job,old,31,24
job.31.25,job,old,31,25
job.31.26,job,old,31,26
job.31.27,job,old,31,27
job.31.28,job,old,31,28
job.31.29,job,old,31,29
job.31.30,job,old,31,30
job.31.31,job,old,31,31
job.31.32,job,old,31,32
job.31.33,job,old,31,33
job.31.34,job,old,31,34
job.31.35,job,old,31,35
job.31.36,job,old,31,36
job.31.37,job,old,31,37
job.31.38,job,old,31,38
job.31.39,job,old,31,39
job.31.40,job,old,31,40
job.32.1,job,old,32,1
job.32.2,job,old,32,2
job.32.3,job,old,32,3
job.32.4,job,old,32,4
job.32.5,job,old,32,5
job.32.6,job,old,32,6
job.32.7,job,old,32,7
job.32.8,job,old,32,8
job.32.9,job,old,32,9
job.32.10,job,old,32,10
job.32.11,job,old,32,11
job.32.12,job,old,32,12
job.32.13,job,old,32,13
job.32.14,job,old,32,14
job.32.15,job,old,32,15
job.32.16,job,old,32,16
job.32.17,job,old,32,17
job.32.18,job,old,32,18
job.32.19,job,old,32,19
job.32.20,job,old,32,20
job.32.21,job,old,32,21
job.32.22,job,old,32,22
job.33.1,job,old,33,1
job.33.2,job,old,33,2
job.33.3,job,old,33,3
job.33.4,job,old,33,4
job.33.5,job,old,33,5
job.33.6,job,old,33,6
job.33.7,job,old,33,7
job.33.8,job,old,33,8
job.33.9,job,old,33,9
job.33.10,job,old,33,10
job.33.11,job,old,33,11
job.33.12,job,old,33,12
job.33.13,job,old,33,13
job.33.14,job,old,33,14
job.33.15,job,old,33,15
job.33.16,job,old,33,16
job.33.17,job,old,33,17
job.33.18,job,old,33,18
job.33.19,job,old,33,19
job.33.20,job,old,33,20
job.33.21,job,old,33,21
job.33.22,job,old,33,22
job.33.23,job,old,33,23
job.33.24,job,old,33,24
job.33.25,job,old,33,25
job.33.26,job,old,33,26
job.33.27,job,old,33,27
job.33.28,job,old,33,28
job.33.29,job,old,33,29
job.33.30,job,old,33,30
job.33.31,job,old,33,31
job.33.32,job,old,33,32
job.33.33,job,old,33,33
job.34.1,job,old,34,1
job.34.2,job,old,34,2
job.34.3,job,old,34,3
job.34.4,job,old,34,4
job.34.5,job,old,34,5
job.34.6,job,old,34,6
job.34.7,job,old,34,7
job.34.8,job,old,34,8
job.34.9,job,old,34,9
job.34.10,job,old,34,10
job.34.11,job,old,34,11
job.34.12,job,old,34,12
job.34.13,job,old,34,13
job.34.14,job,old,34,14
job.34.15,job,old,34,15
job.34.16,job,old,34,16
job.34.17,job,old,34,17
job.34.18,job,old,34,18
job.34.19,job,old,34,19
job.34.20,job,old,34,20
job.34.21,job,old,34,21
job.34.22,job,old,34,22
job.34.23,job,old,34,23
job.34.24,job,old,34,24
job.34.25,job,old,34,25
job.34.26,job,old,34,26
job.34.27,job,old,34,27
job.34.28,job,old,34,28
job.34.29,job,old,34,29
job.34.30,job,old,34,30
job.34.31,job,old,34,31
job.34.32,job,old,34,32
job.34.33,job,old,34,33
job.34.34,job,old,34,34
job.34.35,job,old,34,35
job.34.36,job,old,34,36
job.34.37,job,old,34,37
job.35.1,job,old,35,1
job.35.2,job,old,35,2
job.35.3,job,old,35,3
job.35.4,job,old,35,4
job.35.5,job,old,35,5
job.35.6,job,old,35,6
job.35.7,job,old,35,7
job.35.8,job,old,35,8
job.35.9,job,old,35,9
job.35.10,job,old,35,10
job.35.11,job,old,35,11
job.35.12,job,old,35,12
job.35.13,job,old,35,13
job.35.14,job,old,35,14
job.35.15,job,old,35,15
job.35.16,job,old,35,16
job.36.1,job,old,36,1
job.36.2,job,old,36,2
job.36.3,job,old,36,3
job.36.4,job,old,36,4
job.36.5,job,old,36,5
job.36.6,job,old,36,6
job.36.7,job,old,36,7
job.36.8,job,old,36,8
job.36.9,job,old,36,9
job.36.10,job,old,36,10
job.36.11,job,old,36,11
job.36.12,job,old,36,12
job.36.13,job,old,36,13
job.36.14,job,old,36,14
job.36.15,job,old,36,15
job.36.16,job,old,36,16
job.36.17,job,old,36,17
job.36.18,job,old,36,18
job.36.19,job,old,36,19
job.36.20,job,old,36,20
job.36.21,job,old,36,21
job.36.22,job,old,36,22
job.36.23,job,old,36,23
job.36.24,job,old,36,24
job.36.25,job,old,36,25
job.36.26,job,old,36,26
job.36.27,job,old,36,27
job.36.28,job,old,36,28
job.36.29,job,old,36,29
job.36.30,job,old,36,30
job.36.31,job,old,36,31
job.36.32,job,old,36,32
job.36.33,job,old,36,33
job.37.1,job,old,37,1
job.37.2,job,old,37,2
job.37.3,job,old,37,3
job.37.4,job,old,37,4
job.37.5,job,old,37,5
job.37.6,job,old,37,6
job.37.7,job,old,37,7
job.37.8,job,old,37,8
job.37.9,job,old,37,9
job.37.10,job,old,37,10
job.37.11,job,old,37,11
job.37.12,job,old,37,12
job.37.13,job,old,37,13
job.37.14,job,old,37,14
job.37.15,job,old,37,15
job.37.16,job,old,37,16
job.37.17,job,old,37,17
job.37.18,job,old,37,18
job.37.19,job,old,37,19
job.37.20,job,old,37,20
job.37.21,job,old,37,21
job.37.22,job,old,37,22
job.37.23,job,old,37,23
job.37.24,job,old,37,24
job.38.1,job,old,38,1
job.38.2,job,old,38,2
job.38.3,job,old,38,3
job.38.4,job,old,38,4
job.38.5,job,old,38,5
job.38.6,job,old,38,6
job.38.7,job,old,38,7
job.38.8,job,old,38,8
job.38.9,job,old,38,9
job.38.10,job,old,38,10
job.38.11,job,old,38,11
job.38.12,job,old,38,12
job.38.13,job,old,38,13
job.38.14,job,old,38,14
job.38.15,job,old,38,15
job.38.16,job,old,38,16
job.38.17,job,old,38,17
job.38.18,job,old,38,18
job.38.19,job,old,38,19
job.38.20,job,old,38,20
job.38.21,job,old,38,21
job.38.22,job,old,38,22
job.38.23,job,old,38,23
job.38.24,job,old,38,24
job.38.25,job,old,38,25
job.38.26,job,old,38,26
job.38.27,job,old,38,27
job.38.28,job,old,38,28
job.38.29,job,old,38,29
job.38.30,job,old,38,30
job.38.31,job,old,38,31
job.38.32,job,old,38,32
job.38.33,job,old,38,33
job.38.34,job,old,38,34
job.38.35,job,old,38,35
job.38.36,job,old,38,36
job.38.37,job,old,38,37
job.38.38,job,old,38,38
job.38.39,job,old,38,39
job.38.40,job,old,38,40
job.38.41,job,old,38,41
job.39.1,job,old,39,1
job.39.2,job,old,39,2
job.39.3,job,old,39,3
job.39.4,job,old,39,4
job.39.5,job,old,39,5
job.39.6,job,old,39,6
job.39.7,job,old,39,7
job.39.8,job,old,39,8
job.39.9,job,old,39,9
job.39.10,job,old,39,10
job.39.11,job,old,39,11
job.39.12,job,old,39,12
job.39.13,job,old,39,13
job.39.14,job,old,39,14
job.39.15,job,old,39,15
job.39.16,job,old,39,16
job.39.17,job,old,39,17
job.39.18,job,old,39,18
job.39.19,job,old,39,19
job.39.20,job,old,39,20
job.39.21,job,old,39,21
job.39.22,job,old,39,22
job.39.23,job,old,39,23
job.39.24,job,old,39,24
job.39.25,job,old,39,25
job.39.26,job,old,39,26
job.39.27,job,old,39,27
job.39.28,job,old,39,28
job.39.29,job,old,39,29
job.39.30,job,old,39,30
job.40.1,job,old,40,1
job.40.2,job,old,40,2
job.40.3,job,old,40,3
job.40.4,job,old,40,4
job.40.5,job,old,40,5
job.40.6,job,old,40,6
job.40.7,job,old,40,7
job.40.8,job,old,40,8
job.40.9,job,old,40,9
job.40.10,job,old,40,10
job.40.11,job,old,40,11
job.40.12,job,old,40,12
job.40.13,job,old,40,13
job.40.14,job,old,40,14
job.40.15,job,old,40,15
job.40.16,job,old,40,16
job.40.17,job,old,40,17
job.40.18,job,old,40,18
job.40.19,job,old,40,19
job.40.20,job,old,40,20
job.40.21,job,old,40,21
job.40.22,job,old,40,22
job.40.23,job,old,40,23
job.40.24,job,old,40,24
job.41.1,job,old,41,1
job.41.2,job,old,41,2
job.41.3,job,old,41,3
job.41.4,job,old,41,4
job.41.5,job,old,41,5
job.41.6,job,old,41,6
job.41.7,job,old,41,7
job.41.8,job,old,41,8
job.41.9,job,old,41,9
job.41.10,job,old,41,10
job.41.11,job,old,41,11
job.41.12,job,old,41,12
job.41.13,job,old,41,13
job.41.14,job,old,41,14
job.41.15,job,old,41,15
job.41.16,job,old,41,16
job.41.17,job,old,41,17
job.41.18,job,old,41,18
job.41.19,job,old,41,19
job.41.20,job,old,41,20
job.41.21,job,old,41,21
job.41.22,job,old,41,22
job.41.23,job,old,41,23
job.41.24,job,old,41,24
job.41.25,job,old,41,25
job.41.26,job,old,41,26
job.41.27,job,old,41,27
job.41.28,job,old,41,28
job.41.29,job,old,41,29
job.41.30,job,old,41,30
job.41.31,job,old,41,31
job.41.32,job,old,41,32
job.41.33,job,old,41,33
job.41.34,job,old,41,34
job.42.1,job,old,42,1
job.42.2,job,old,42,2
job.42.3,job,old,42,3
job.42.4,job,old,42,4
job.42.5,job,old,42,5
job.42.6,job,old,42,6
job.42.7,job,old,42,7
job.42.8,job,old,42,8
job.42.9,job,old,42,9
job.42.10,job,old,42,10
job.42.11,job,old,42,11
job.42.12,job,old,42,12
job.42.13,job,old,42,13
job.42.14,job,old,42,14
job.42.15,job,old,42,15
job.42.16,job,old,42,16
job.42.17,job,old,42,17
psa.1.1,psa,old,1,1
psa.1.2,psa,old,1,2
psa.1.3,psa,old,1,3
psa.1.4,psa,old,1,4
psa.1.5,psa,old,1,5
psa.1.6,psa,old,1,6
psa.2.1,psa,old,2,1
psa.2.2,psa,old,2,2
psa.2.3,psa,old,2,3
psa.2.4,psa,old,2,4
psa.2.5,psa,old,2,5
psa.2.6,psa,old,2,6
psa.2.7,psa,old,2,7
psa.2.8,psa,old,2,8
psa.2.9,psa,old,2,9
psa.2.10,psa,old,2,10
psa.2.11,psa,old,2,11
psa.2.12,psa,old,2,12
psa.3.1,psa,old,3,1
psa.3.2,psa,old,3,2
psa.3.3,psa,old,3,3
psa.3.4,psa,old,3,4
psa.3.5,psa,old,3,5
psa.3.6,psa,old,3,6
psa.3.7,psa,old,3,7
psa.3.8,psa,old,3,8
psa.4.1,psa,old,4,1
psa.4.2,psa,old,4,2
psa.4.3,psa,old,4,3
psa.4.4,psa,old,4,4
psa.4.5,psa,old,4,5
psa.4.6,psa,old,4,6
psa.4.7,psa,old,4,7
psa.4.8,psa,old,4,8
psa.5.1,psa,old,5,1
psa.5.2,psa,old,5,2
psa.5.3,psa,old,5,3
psa.5.4,psa,old,5,4
psa.5.5,psa,old,5,5
psa.5.6,psa,old,5,6
psa.5.7,psa,old,5,7
psa.5.8,psa,old,5,8
psa.5.9,psa,old,5,9
psa.5.10,psa,old,5,10
psa.5.11,psa,old,5,11
psa.5.12,psa,old,5,12
psa.6.1,psa,old,6,1
psa.6.2,psa,old,6,2
psa.6.3,psa,old,6,3
psa.6.4,psa,old,6,4
psa.6.5,psa,old,6,5
psa.6.6,psa,old,6,6
psa.6.7,psa,old,6,7
psa.6.8,psa,old,6,8
psa.6.9,psa,old,6,9
psa.6.10,psa,old,6,10
psa.7.1,psa,old,7,1
psa.7.2,psa,old,7,2
psa.7.3,psa,old,7,3
psa.7.4,psa,old,7,4
psa.7.5,psa,old,7,5
psa.7.6,psa,old,7,6
psa.7.7,psa,old,7,7
psa.7.8,psa,old,7,8
psa.7.9,psa,old,7,9
psa.7.10,psa,old,7,10
psa.7.11,psa,old,7,11
psa.7.12,psa,old,7,12
psa.7.13,psa,old,7,13
psa.7.14,psa,old,7,14
psa.7.15,psa,old,7,15
psa.7.16,psa,old,7,16
psa.7.17,psa,old,7,17
psa.8.1,psa,old,8,1
psa.8.2,psa,old,8,2
psa.8.3,psa,old,8,3
psa.8.4,psa,old,8,4
psa.8.5,psa,old,8,5
psa.8.6,psa,old,8,6
psa.8.7,psa,old,8,7
psa.8.8,psa,old,8,8
psa.8.9,psa,old,8,9
psa.9.1,psa,old,9,1
psa.9.2,psa,old,9,2
psa.9.3,psa,old,9,3
psa.9.4,psa,old,9,4
psa.9.5,psa,old,9,5
psa.9.6,psa,old,9,6
psa.9.7,psa,old,9,7
psa.9.8,psa,old,9,8
psa.9.9,psa,old,9,9
psa.9.10,psa,old,9,10
psa.9.11,psa,old,9,11
psa.9.12,psa,old,9,12
psa.9.13,psa,old,9,13
psa.9.14,psa,old,9,14
psa.9.15,psa,old,9,15
psa.9.16,psa,old,9,16
psa.9.17,psa,old,9,17
psa.9.18,psa,old,9,18
psa.9.19,psa,old,9,19
psa.9.20,psa,old,9,20
psa.10.1,psa,old,10,1
psa.10.2,psa,old,10,2
psa.10.3,psa,old,10,3
psa.10.4,psa,old,10,4
psa.10.5,psa,old,10,5
psa.10.6,psa,old,10,6
psa.10.7,psa,old,10,7
psa.10.8,psa,old,10,8
psa.10.9,psa,old,10,9
psa.10.10,psa,old,10,10
psa.10.11,psa,old,10,11
psa.10.12,psa,old,10,12
psa.10.13,psa,old,10,13
psa.10.14,psa,old,10,14
psa.10.15,psa,old,10,15
psa.10.16,psa,old,10,16
psa.10.17,psa,old,10,17
psa.10.18,psa,old,10,18
psa.11.1,psa,old,11,1
psa.11.2,psa,old,11,2
psa.11.3,psa,old,11,3
psa.11.4,psa,old,11,4
psa.11.5,psa,old,11,5
psa.11.6,psa,old,11,6
psa.11.7,psa,old,11,7
psa.12.1,psa,old,12,1
psa.12.2,psa,old,12,2
psa.12.3,psa,old,12,3
psa.12.4,psa,old,12,4
psa.12.5,psa,old,12,5
psa.12.6,psa,old,12,6
psa.12.7,psa,old,12,7
psa.12.8,psa,old,12,8
psa.13.1,psa,old,13,1
psa.13.2,psa,old,13,2
psa.13.3,psa,old,13,3
psa.13.4,psa,old,13,4
psa.13.5,psa,old,13,5
psa.13.6,psa,old,13,6
psa.14.1,psa,old,14,1
psa.14.2,psa,old,14,2
psa.14.3,psa,old,14,3
psa.14.4,psa,old,14,4
psa.14.5,psa,old,14,5
psa.14.6,psa,old,14,6
psa.14.7,psa,old,14,7
psa.15.1,psa,old,15,1
psa.15.2,psa,old,15,2
psa.15.3,psa,old,15,3
psa.15.4,psa,old,15,4
psa.15.5,psa,old,15,5
psa.16.1,psa,old,16,1
psa.16.2,psa,old,16,2
psa.16.3,psa,old,16,3
psa.16.4,psa,old,16,4
psa.16.5,psa,old,16,5
psa.16.6,psa,old,16,6
psa.16.7,psa,old,16,7
psa.16.8,psa,old,16,8
psa.16.9,psa,old,16,9
psa.16.10,psa,old,16,10
psa.16.11,psa,old,16,11
psa.17.1,psa,old,17,1
psa.17.2,psa,old,17,2
psa.17.3,psa,old,17,3
psa.17.4,psa,old,17,4
psa.17.5,psa,old,17,5
psa.17.6,psa,old,17,6
psa.17.7,psa,old,17,7
psa.17.8,psa,old,17,8
psa.17.9,psa,old,17,9
psa.17.10,psa,old,17,10
psa.17.11,psa,old,17,11
psa.17.12,psa,old,17,12
psa.17.13,psa,old,17,13
psa.17.14,psa,old,17,14
psa.17.15,psa,old,17,15
psa.18.1,psa,old,18,1
psa.18.2,psa,old,18,2
psa.18.3,psa,old,18,3
psa.18.4,psa,old,18,4
psa.18.5,psa,old,18,5
psa.18.6,psa,old,18,6
psa.18.7,psa,old,18,7
psa.18.8,psa,old,18,8
psa.18.9,psa,old,18,9
psa.18.10,psa,old,18,10
psa.18.11,psa,old,18,11
psa.18.12,psa,old,18,12
psa.18.13,psa,old,18,13
psa.18.14,psa,old,18,14
psa.18.15,psa,old,18,15
psa.18.16,psa,old,18,16
psa.18.17,psa,old,18,17
psa.18.18,psa,old,18,18
psa.18.19,psa,old,18,19
psa.18.20,psa,old,18,20
psa.18.21,psa,old,18,21
psa.18.22,psa,old,18,22
psa.18.23,psa,old,18,23
psa.18.24,psa,old,18,24
psa.18.25,psa,old,18,25
psa.18.26,psa,old,18,26
psa.18.27,psa,old,18,27
psa.18.28,psa,old,18,28
psa.18.29,psa,old,18,29
psa.18.30,psa,old,18,30
psa.18.31,psa,old,18,31
psa.18.32,psa,old,18,32
psa.18.33,psa,old,18,33
psa.18.34,psa,old,18,34
psa.18.35,psa,old,18,35
psa.18.36,psa,old,18,36
psa.18.37,psa,old,18,37
psa.18.38,psa,old,18,38
psa.18.39,psa,old,18,39
psa.18.40,psa,old,18,40
psa.18.41,psa,old,18,41
psa.18.42,psa,old,18,42
psa.18.43,psa,old,18,43
psa.18.44,psa,old,18,44
psa.18.45,psa,old,18,45
psa.18.46,psa,old,18,46
psa.18.47,psa,old,18,47
psa.18.48,psa,old,18,48
psa.18.49,psa,old,18,49
psa.18.50,psa,old,18,50
psa.19.1,psa,old,19,1
psa.19.2,psa,old,19,2
psa.19.3,psa,old,19,3
psa.19.4,psa,old,19,4
psa.19.5,psa,old,19,5
psa.19.6,psa,old,19,6
psa.19.7,psa,old,19,7
psa.19.8,psa,old,19,8
psa.19.9,psa,old,19,9
psa.19.10,psa,old,19,10
psa.19.11,psa,old,19,11
psa.19.12,psa,old,19,12
psa.19.13,psa,old,19,13
psa.19.14,psa,old,19,14
psa.20.1,psa,old,20,1
psa.20.2,psa,old,20,2
psa.20.3,psa,old,20,3
psa.20.4,psa,old,20,4
psa.20.5,psa,old,20,5
psa.20.6,psa,old,20,6
psa.20.7,psa,old,20,7
psa.20.8,psa,old,20,8
psa.20.9,psa,old,20,9
psa.21.1,psa,old,21,1
psa.21.2,psa,old,21,2
psa.21.3,psa,old,21,3
psa.21.4,psa,old,21,4
psa.21.5,psa,old,21,5
psa.21.6,psa,old,21,6
psa.21.7,psa,old,21,7
psa.21.8,psa,old,21,8
psa.21.9,psa,old,21,9
psa.21.10,psa,old,21,10
psa.21.11,psa,old,21,11
psa.21.12,psa,old,21,12
psa.21.13,psa,old,21,13
psa.22.1,psa,old,22,1
psa.22.2,psa,old,22,2
psa.22.3,psa,old,22,3
psa.22.4,psa,old,22,4
psa.22.5,psa,old,22,5
psa.22.6,psa,old,22,6
psa.22.7,psa,old,22,7
psa.22.8,psa,old,22,8
psa.22.9,psa,old,22,9
psa.22.10,psa,old,22,10
psa.22.11,psa,old,22,11
psa.22.12,psa,old,22,12
psa.22.13,psa,old,22,13
psa.22.14,psa,old,22,14
psa.22.15,psa,old,22,15
psa.22.16,psa,old,22,16
psa.22.17,psa,old,22,17
psa.22.18,psa,old,22,18
psa.22.19,psa,old,22,19
psa.22.20,psa,old,22,20
psa.22.21,psa,old,22,21
psa.22.22,psa,old,22,22
psa.22.23,psa,old,22,23
psa.22.24,psa,old,22,24
psa.22.25,psa,old,22,25
psa.22.26,psa,old,22,26
psa.22.27,psa,old,22,27
psa.22.28,psa,old,22,28
psa.22.29,psa,old,22,29
psa.22.30,psa,old,22,30
psa.22.31,psa,old,22,31
psa.23.1,psa,old,23,1
psa.23.2,psa,old,23,2
psa.23.3,psa,old,23,3
psa.23.4,psa,old,23,4
psa.23.5,psa,old,23,5
psa.23.6,psa,old,23,6
psa.24.1,psa,old,24,1
psa.24.2,psa,old,24,2
psa.24.3,psa,old,24,3
psa.24.4,psa,old,24,4
psa.24.5,psa,old,24,5
psa.24.6,psa,old,24,6
psa.24.7,psa,old,24,7
psa.24.8,psa,old,24,8
psa.24.9,psa,old,24,9
psa.24.10,psa,old,24,10
